1;2;3;4
2216;"243123";"Eksekutif Produk Jenama";"Product Brand Executive"
2217;"243124";"Juruanalisis Eksekutif Penyelidikan Pasaran";"Executive Analyst, Market Research"
2218;"243125";"Perunding Lapangan";"Field Consultant"
2219;"243126";"Jurutera Sokongan Kawasan Jualan";"Area Support Sales Engineer"
2220;"243127";"Pegawai Komersil Kereta api";"Commercial Railway Officer"
2221;"243128";"Eksekutif Jualan, Serantau";"Regional Sales Executive"
2222;"243129";"Eksekutif Jualan, Luar Pesisir";"Offshore Sales Executive"
2223;"243130";"Jurutera Jualan";"Sales Engineer"
2224;"243131";"Jurutera Pemasaran";"Marketing Engineer"
2225;"243132";"Jurutera Jualan Teknikal";"Technical Sales Engineer"
2226;"243133";"Eksekutif Pemasaran Gred P3";"Marketing Executive Grade P3"
2227;"243134";"Eksekutif Pemasaran Media Sosial";"Social Media Marketing Executive"
2228;"243135";"Eksekutif Pemasaran Digital";"Digital Marketing Executive"
2229;"243136";"Pegawai Pemasaran";"Marketing Officer"
2230;"243137";"Pegawai Jualan";"Sales Officer"
2231;"243138";"Penyelaras Eksekutif Jualan";"Sales Executive Coordinator"
2232;"243139";"Eksekutif Penggabungan dan Pemerolehan";"Merger dan Acquisition Executive"
2233;"243140";"Eksekutif Jualan dan Pemasaran";"Sales and Marketing Executive"
2234;"243141";"Eksekutif Acara";"Event Executive"
2237;"2432";"PROFESIONAL PERHUBUNGAN AWAM";"PUBLIC RELATIONS PROFESSIONALS"
2238;"243201";"Pegawai Penerangan Gred S41";"Information Officer Grade S41"
2239;"243202";"Pegawai Perhubungan Awam";"Public Relations Officer"
2240;"243203";"Eksekutif Hal Ehwal Korporat";"Corporate Affairs Executive"
2241;"243204";"Eksekutif Perhubungan Perindustrian";"Industrial Relations Executive"
2242;"243205";"Eksekutif Perhubungan Awam";"Public Relations Executive"
2243;"243206";"Eksekutif Perkhidmatan Pelanggan";"Customer Service Executive"
2244;"243207";"Ejen Publisiti";"Publicity Agent"
2245;"243208";"Eksekutif Komunikasi Korporat";"Corporate Communication Executive"
2246;"243209";"Pegawai Akhbar";"Press Officer"
2247;"243210";"Pegawai Perhubungan Akhbar";"Press Liaison Officer"
2248;"243211";"Perancang Media";"Media Planner"
2249;"243212";"Pegawai Pelancongan";"Tourism Officer"
2250;"243213";"Pegawai Khidmat Pelanggan";"Customer Service Officer"
2251;"243214";"Penyelaras Penjagaan Pelanggan";"Customer Care Coordinator"
2252;"243215";"Eksekutif Perhubungan Pelanggan";"Customer Relations Executive"
2253;"243216";"Eksekutif Tempahan Jualan";"Sales Reservation Executive"
2254;"243217";"Pegawai Pusat Panggilan";"Call Centre Officer"
2255;"243218";"Pegawai Kaunter Pejabat";"Front Office Officer"
2256;"243219";"Eksekutif Korporat";"Corporate Executive"
2257;"243220";"Pegawai Komunikasi Strategik Gred S41";"Strategic Communication Officer Grade S41"
2258;"243221";"Pegawai Pengurusan Program";"Program Management Officer"
2259;"243222";"Pegawai Komunikasi Strategik Gred S43";"Strategic Communication Officer Grade S43"
2260;"243223";"Pegawai Komunikasi Strategik Gred S47";"Strategic Communication Officer Grade S47"
2261;"243224";"Pegawai Komunikasi Strategik Gred S51";"Strategic Communication Officer Grade S51"
2262;"243225";"Pegawai Komunikasi Strategik Gred S53";"Strategic Communication Officer Grade S53"
2264;"2433";"PROFESIONAL JUALAN TEKNIKAL DAN PERUBATAN (TIDAK TERMASUK ICT)";"TECHNICAL AND MEDICAL SALES PROFESSIONALS (EXCLUDING ICT)"
2265;"243301";"Wakil Jualan Perubatan";"Sales Representative, Medical"
2266;"243302";"Wakil Jualan Peralatan Perubatan";"Sales Representative, Medical Devices"
2267;"243303";"Wakil Jualan Perkakasan Perubatan";"Sales Representative, Medical Hardware"
2268;"243304";"Wakil Jualan Peralatan Aktif Implan";"Sales Representative, Active Implantable Devices"
2269;"243305";"Wakil Jualan Peralatan Anestetik dan Pernafasan";"Sales Representative, Anaesthetic and Respiratory Devices"
2270;"243306";"Wakil Jualan Peralatan Pergigian";"Sales Representative, Dental Devices"
2271;"243307";"Wakil Jualan Peralatan Perubatan Elektromekanikal";"Sales Representative, Electromechanical Medical Devices"
2272;"243308";"Wakil Jualan Peralatan Oftalmik dan Optik";"Sales Representative, Ophthalmic and Optical Devices"
2273;"243309";"Wakil Jualan Produk Industri";"Sales Representative, Industrial Product"
2274;"243310";"Wakil Jualan Produk Perubatan dan Farmasi";"Sales Representative, Medical and Pharmaceutical Product"
2275;"243311";"Wakil Jualan Teknikal";"Technical Sales Representative"
2276;"243312";"Wakil Jualan Kesihatan";"Healthcare Sales Representative"
2278;"2434";"PROFESIONAL JUALAN TEKNOLOGI MAKLUMAT DAN KOMUNIKASI (ICT)";"INFORMATION AND COMMUNICATIONS TECHNOLOGY (ICT) SALES PROFESSIONALS"
2279;"243401";"Wakil Jualan Teknologi Maklumat dan Komunikasi";"Sales Representative, Information and Communications Technology"
2280;"243402";"Wakil Jualan Komputer";"Sales Representative, Computer"
2281;"243403";"Jurutera Sokongan Produk";"Product Support Engineer"
2282;"243404";"Jurutera Jualan Teknologi Maklumat";"Information Technology Sales Engineer"
2283;"243405";"Wakil Jualan Sokongan Pelanggan";"Customer Support Representative"
2284;"243406";"Jurutera Produk Teknologi Maklumat";"Information Technology Product Engineer"
2285;"243407";"Pegawai Sokongan Produk";"Product Support Officer"
2286;"243408";"Jurutera Aplikasi Jualan (Teknologi Maklumat)";"Sales Application Engineer (Information Technology)"
2287;"243409";"Jurutera Pembangunan Produk";"Product Development Engineer"
2288;"243410";"Pakar Teknologi Internet/Perbankan Digital";"Digital Banking/Internet Technology Specialist"
2289;"243411";"Pegawai Khidmat Pelanggan (Teknologi Maklumat)";"Customer Support Officer (Information Technology)"
2290;"243412";"Jurutera Khidmat Pelanggan (Teknologi Maklumat)";"Customer Support Engineer (Information Technology)"
2291;"243413";"Eksekutif Perdagangan Elektronik";"eCommerce Executive"
2293;"2511";"JURUANALISIS SISTEM";"SYSTEMS ANALYSTS"
2294;"251101";"Juruanalisis Sistem Maklumat Pengurusan (MIS)";"Management Information Systems (MIS) Analyst"
2295;"251102";"Juruanalisis Sistem Komputer";"Computer Systems Analyst"
2296;"251103";"Perunding Komputer";"Computer Consultant"
2297;"251104";"Perunding Sistem Teknologi Maklumat";"Information Technology Systems Consultant"
2298;"251105";"Perunding Teknologi Maklumat";"Information Technology Consultant"
2299;"251106";"Juruanalisis Perniagaan Teknologi Maklumat";"Information Technology Business Analyst"
2300;"251107";"Penyelidik Teknologi Maklumat";"Information Technology Researcher"
2301;"251108";"Pereka Sistem Komputer";"Computer Systems Designer"
2302;"251109";"Pereka Sistem Teknologi Maklumat";"Information Technology Systems Designer"
2303;"251110";"Ahli Sains Komputer";"Computer Scientist"
2304;"251111";"Juruanalisis Sistem RPG (Role-Playing Game)";"RPG System Analyst (Role-Playing Game)"
2305;"251112";"Perunding .Net";".Net Consultant"
2306;"251113";"Perunding Aplikasi .Net";".Net Application Consultant"
2307;"251114";"Perunding Teknologi Maklumat (.Net)";"Information Technology Consultant (.Net)"
2308;"251115";"Pakar Teknologi Maklumat (.Net)";"Information Technology Specialist (.Net)"
2309;"251116";"Pakar Teknikal (.Net)";"Technical Specialist (.Net)"
2310;"251117";"Perunding Java";"Java Consultant"
2311;"251118";"Perunding Aplikasi Java";"Java Application Consultant"
2312;"251119";"Perunding Teknologi Maklumat (Java)";"Information Technology Consultant (Java)"
2313;"251120";"Pakar Teknologi Maklumat (Java)";"Information Technology Specialist(Java)"
2314;"251121";"Pakar Teknikal (Java)";"Technical Specialist (Java)"
2315;"251122";"Juruanalisis Sistem Teknologi Maklumat (JDE)";"Information Technology System Analyst (JDE)"
2316;"251123";"Pakar Aplikasi JD Edwars (JDE)";"JD Edwards (JDE) Application Specialist"
2317;"251124";"Pakar Teknologi Maklumat (Lotus Notes)";"Information Technology Specialist (Lotus Notes)"
2318;"251125";"Pakar Aplikasi Sokongan (Navision)";"Application Specialist Support (Navision)"
2319;"251126";"Perunding e-Business Suite Oracle";"Oracle E-Business Suite Consultant"
2320;"251127";"Pakar Sokongan Kewangan Oracle";"Oracle Financials Support Specialist"
2321;"251128";"Perunding Fungsian Oracle";"Oracle Functional Consultant"
2322;"251129";"Perunding Oracle";"Oracle Consultant"
2323;"251130";"Perunding Peoplesoft";"Peoplesoft Consultant"
2324;"251131";"Perunding Kewangan Fungsian Peoplesoft";"Peoplesoft Financials Functional Consultant"
2325;"251132";"Pakar Sistem Perusahaan (Teknologi Maklumat)";"Enterprise Systems Specialist (Information Technology)"
2326;"251133";"Pakar Perunding Sumber Manusia (ERP) Teknikal Teknologi Maklumat";"Enterprise Resource Planning (ERP) Technical Specialist (Information Technology)"
2327;"251134";"Pakar Teknologi Maklumat SAP (Aplikasi dan Produk Sistem)";"Information Technology Specialist SAP (Systems Applications and Products)"
2328;"251135";"Perunding Sharepoint";"Sharepoint Consultant"
2329;"251136";"Pakar Teknikal Sharepoint";"Sharepoint Technical Specialist"
2330;"251137";"Pakar Sharepoint";"Sharepoint Specialist"
2331;"251138";"Pakar Siebel";"Siebel Specialist"
2332;"251139";"Penganalisis Pengurusan Aplikasi Teknologi Maklumat (Siebel)";"Information Technology Application Management Analyst (Siebel)"
2333;"251140";"Pakar Teknologi Maklumat (Siebel)";"Information Technology Specialist(Siebel)"
2334;"251141";"Perunding Pengurusan Perhubungan Pelanggan Siebel (CRM)";"Siebel Customer Relationship Management (CRM) Consultant (Information Technology)"
2335;"251142";"Pereka Daftar Pemindahan Level (RTL) (Teknologi Maklumat)";"Register Transfer Level (RTL) Designer (Information Technology)"
2336;"251143";"Pereka Litar Bersepadu (IC) Analog (Teknologi Maklumat)";"Analog Integrated Circuit (IC) Designer (Information Technology)"
2337;"251144";"Jurutera Reka Bentuk (Teknologi Maklumat)";"Design Engineer (Information Technology)"
2338;"251145";"Pereka Litar Bersepadu (IC) (Teknologi Maklumat)";"Integrated Circuit (IC) Designer (Information Technology)"
2339;"251146";"Pereka Logik (Teknologi Maklumat)";"Logic Designer (Information Technology)"
2340;"251147";"Pereka Litar Bersepadu Isyarat Bersama (IC)";"Mixed Signal Integrated Circuit (IC) Designer (Information Technology)"
2341;"251148";"Pereka Litar Bersepadu Kuasa (IC) (Teknologi Maklumat)";"Power Integrated Circuit(IC) Designer (Information Technology)"
2342;"251149";"Jurutera Reka Bentuk Bersepadu (IC) Radio Frekuensi (RF) (Teknologi Maklumat)";"Radio Frequency (RF) Integrated Circuit (IC) Design Engineer (Information Technology)"
2343;"251150";"Juruanalisis Teknikal Meja Bantu";"Technical Helpdesk Analyst"
2344;"251151";"Juruanalisis Sistem Integrasi Komputer";"Computer Systems Integrated Analyst"
2345;"251152";"Perunding JD-Edwards (JDE)";"JD-Edwards (JDE) Consultant"
2346;"251153";"Perunding SAP (Aplikasi dan Produk Sistem)";"SAP Consultant (Systems Applications and Products)"
2347;"251154";"Jurutera Sistem Analisis";"System Analysis Engineer"
2348;"251155";"Pakar Teknologi Maklumat dan Komunikasi (ICT)";"Information and Communication Technology (ICT) Specialist"
2349;"251156";"Perunding Fungsian Navision";"Navision Functional Consultant"
2350;"251157";"Juruanalisis Sistem Perdagangan Elektronik";"eCommerce System Analyst"
2351;"251158";"Jurutera CAE  (Computer-aided Engineering )";"CAE Engineer (Computer-aided Engineering )"
2352;"251159";"Juruanalisis Sistem Gred 23";"System Analyst Grade 23"
2354;"2512";"PEMBANGUN PERISIAN";"SOFTWARE DEVELOPERS"
2355;"251201";"Pembangun Perisian";"Software Developer"
2356;"251202";"Pembangun Perisian Multimedia";"Multi-Media Software Developer"
2357;"251203";"Pereka Perisian";"Software Designer"
2358;"251204";"Jurutera Rekabentuk";"Design Engineer"
2359;"251205";"Pembangun .Net";".Net Developer"
2360;"251206";"Pembangun Aplikasi (.Net)";"Application Developer (.Net)"
2361;"251207";"Jurutera Aplikasi (.Net)";"Application Engineer (.Net)"
2362;"251208";"Jurutera Perisian (.Net)";"Software Engineer (.Net)"
2363;"251209";"Pembangun C/C++";"C/C++ Developer"
2364;"251210";"Jurutera Perisian C/C++";"C/C++ Software Engineer"
2365;"251211";"Pembangun Cobol";"Cobol Developer"
2366;"251212";"Pembangun Microfocus Cobol";"Microfocus Cobol Developer"
2367;"251213";"Pembangun Aplikasi Java";"Java Application Developer"
2368;"251214";"Pembangun Java";"Java Developer"
2369;"251215";"Pembangun Hypertext Preprocessor (PHP)";"Hypertext Preprocessor (PHP) Developer"
2370;"251216";"Pengaturcara Web Hypertext Preprocessor (PHP)";"Web Programmer Hypertext Preprocessor (PHP)"
2371;"251217";"Eksekutif Teknologi Maklumat RPG (Role-Playing Game)";"Information Technology Executive RPG (Role-Playing Game)"
2372;"251218";"Pembangun Lotus Notes (Teknologi Maklumat)";"Lotus Notes Developer (Information Technology)"
2373;"251219";"Arkitek Sistem Teknologi Maklumat";"Information Technology System Architect"
2374;"251220";"Arkitek Teknikal Teknologi Maklumat";"Information Technology Technical Architect"
2375;"251221";"Pembangun Navision";"Navision Developer"
2376;"251222";"Pembangun Net Sharepoint";"Net Sharepoint Developer"
2377;"251223";"Jurutera Perisian ";"Software Engineer "
2378;"251224";"Pembangun Siebel";"Siebel Developer"
2379;"251225";"Juruanalisis Perisian";"Software Analyst"
2380;"251226";"Jurutera Reka bentuk Perisian";"Software Design Engineers"
2381;"251227";"Jurutera Root Cause Failure Analysis (RCFA)";"Root Cause Failure Analysis (RCFA) Engineer"
2382;"251228";"Pembangun Aplikasi SAP IT dan Kewangan (Aplikasi dan Produk Sistem)";"SAP IT and Finance Applications Developers (Systems Applications and Products)"
2383;"251229";"Pembangun Aplikasi SAP (Aplikasi dan Produk Sistem)";"SAP Application Developer (Systems Applications and Products)"
2384;"251230";"Pembangun OpenText";"OpenText Developer"
2385;"251231";"Pembangun Data Visual";"Data Visualization Developer"
2386;"251232";"Jurutera Perisian Debug";"Debug Software Engineer"
2387;"251233";"Jurutera Komputer, Perisian";"Computer Engineer, Software"
2388;"251234";"Pembangun iOS";"iOS Developer"
2389;"251235";"Pembangun Android";"Android Developer"
2390;"251236";"Pembangun Aplikasi Mudah Alih";"Mobile Application Developer (Mobile App)"
2391;"251237";"Jurutera Aplikasi Sistem";"System Application Engineer"
2392;"251238";"Pembangun Blockchain";"Blockchain Developer"
2393;"251239";"Jurutera Perisian Linux";"Linux Software Engineer"
2394;"251240";"Jurutera PLC (Pengawal Logik Boleh Diprogram)";"PLC Engineer (Programmable Logic Controller)"
2395;"251241";"JUrutera Sistem (Oracle)";"System Engineer (Oracle)"
2396;"251242";"Pengaturcara RPG (Role-Playing Game)";"RPG Programmer (Role-Playing Game)"
2397;"251243";"Eksekutif Sistem Maklumat";"Information System Executive"
2398;"251244";"Eksekutif Sistem Komputer";"Computer System Executive"
2399;"251245";"Jurutera Sistem Komputer";"Computer Systems Engineer"
2400;"251246";"Jurutera Sistem Maklumat Pengurusan";"Management Information Systems (MIS) Engineer"
2401;"251247";"Pembangun Sistem";"System Developer"
2402;"251248";"Jurutera Sistem";"System Engineer"
2403;"251249";"Jurutera Perisian (Python) ";"Software Engineer  (Python)"
2404;"251250";"Jurutera Perisian Kenderaan Berpandu Automatik (AGV)";"Automated Guided Vehicle Software Engineer (AGV)"
2407;"2513";"PEMBANGUN WEB DAN MULTIMEDIA";"WEB AND MULTIMEDIA DEVELOPERS"
2408;"251301";"Pembangun Laman Web";"Website Developer"
2409;"251302";"Pembangun Internet/ Intranet";"Internet/ Intranet Developer"
2410;"251303";"Arkitek Laman Web";"Website Architect"
2411;"251304";"Pengendali Web";"Webmaster"
2412;"251305";"Pentadbir Laman Web";"Website Administrator"
2413;"251306";"UX/UI Pembangun Hadapan (Antara Muka Pengguna/Pengalaman Pengguna)";"UX/UI Front-End Developer (User Interphase/User Experience)"
2414;"251307";"Pembangun Timbunan Penuh";"Full Stack Developer"
2415;"251308";"Pembangun Laman Web Perdagangan Elektronik";"eCommerce Website Developer"
2416;"251309";"Pembangun Hadapan";"Front-End Developer"
2417;"251310";"Pembangun Web dan Mobiliti";"Web and Mobility Developer"
2418;"251311";"Jurutera Pengalaman Pengguna";"User Experience Engineer"
2420;"2514";"PENGATURCARA APLIKASI";"APPLICATIONS PROGRAMMERS"
2421;"251401";"Pengaturcara Komputer";"Computer Programmer"
2422;"251402";"Pengaturcara Perisian";"Software Programmer"
2423;"251403";"Pengaturcara Teknikal";"Technical Programmer"
2424;"251404";"Pengaturcara Teknologi Maklumat";"Information Technology Programmer"
2425;"251405";"Pengaturcara Komunikasi";"Communication Programmer"
2426;"251406";"Pengaturcara Pangkalan Data";"Database Programmer"
2427;"251407";"Pengaturcara Sistem";"Systems Programmer"
2428;"251408";"Pengaturcara Analisis";"Analyst Programmer"
2429;"251409";"Pengaturcara Aplikasi";"Applications Programmer"
2430;"251410";"Pengaturcara .NetAnalyst";".NetAnalyst Programmer"
2431;"251411";"Pengaturcara Lotus Notes";"Lotus Notes Programmer"
2432;"251412";"Pengaturcara Permainan Video";"Video Game Programmer"
2433;"251413";"Pengaturcara Rangkaian";"Network Programmer"
2434;"251414";"Pengaturcara Bunyi";"Sound Programmer"
2435;"251415";"Pengaturcara Kecerdasan Buatan (AI)";"Artificial Intelligence Programmer"
2436;"251416";"Jurutera Verifikasi Reka Bentuk Analog (IC)";"Analog Integrated Circuit (IC) Design Verification Engineer"
2437;"251417";"Pengaturcara .Net";".Net Programmer"
2438;"251418";"Pengaturcara Perisian (.Net)";"Software Programmer (.Net)"
2439;"251419";"Pengaturcara C/C++";"C/C++ Programmer"
2440;"251420";"Pengaturcara Grafik C++";"C++ Graphics Programmer"
2441;"251421";"Pengaturcara Cobol";"Cobol Programmer"
2442;"251422";"Pengaturcara JavaScript";"JavaScript Programmer"
2443;"251423";"Pengaturcara J2EE";"J2EE Programmer"
2444;"251424";"Pengaturcara J2ME";"J2ME Programmer"
2445;"251425";"Pengaturcara Java EE";"Java EE Programmer"
2446;"251426";"Pengaturcara Hypertext Preprocessor (PHP)";"Hypertext Preprocessor (PHP) Programmer"
2447;"251427";"Pengaturcara Animasi";"Animation Programmer"
2448;"251428";"Pengaturcara Permainan Komputer";"Computer Games Programmer"
2449;"251429";"Pengaturcara Multimedia";"Multimedia Programmer"
2450;"251430";"Pengaturcara Analisis Navision";"Navision Analyst Programmer"
2451;"251431";"Pengaturcara Analisis Java";"Java Analyst Programmer"
2452;"251432";"Pakar Pangkalan Data Aplikasi";"Database Application Specialist"
2453;"251433";"Pakar Infrastruktur Komputer";"Computer Infrastructure Specialist"
2454;"251434";"Antara Muka Pengguna (UI)/Gameplay Coders";"User Interface (UI)/ Gameplay Coders"
2455;"251435";"Pengaturcara Game Engine";"Game Engine Programmers"
2456;"251436";"Pengaturcara Laman Perdagangan Elektronik";"eCommerce Web Programmer"
2457;"251437";"Jurutera PLC  (Pengawal Logik Boleh Diprogram)";"PLC Engineer (Programmable Logic Controllers)"
2458;"251438";"Pengaturcara Alatan";"Tools Programmer"
2459;"251439";"Juruanalisis Perisian C++";"C++ Software Analyst"
2460;"251440";"Juruanalisis Pengaturcara .Net";".Net Programmer Analyst"
2461;"251441";"Juruanalisis Pengaturcara Perancang Sumber Manusia (ERP) (ABAP)";"Enterprise Resource Planning (ERP) Programmer Analyst (ABAP)"
2462;"251442";"Juruanalisis Pengaturcara Java";"Java Programmer Analyst"
2464;"2519";"PEMBANGUN DAN JURUANALISIS PERISIAN DAN 
APLIKASI YANG TIDAK DIKELASKAN DI MANA-MANA";"SOFTWARE AND APPLICATIONS DEVELOPERS AND 
ANALYSTS NOT ELSEWHERE CLASSIFIED"
2465;"251901";"Penguji Perisian";"Software Tester"
2466;"251902";"Penguji Sistem";"Systems Tester"
2467;"251903";"Jurutera Jaminan Kualiti Produk (Teknologi Maklumat)";"Product Quality Assurance Engineer (Information Technology)"
2468;"251904";"Juruanalisis Jaminan Kualiti (Teknologi Maklumat)";"Quality Assurance Analyst (Information Technology)"
2469;"251905";"Eksekutif Jaminan Kualiti (Teknologi Maklumat)";"Quality Assurance Executive (Information Technology)"
2470;"251906";"Jurutera Kualiti (Teknologi Maklumat)";"Quality Engineer (Information Technology)"
2471;"251907";"Jurutera Pengujian (Teknologi Maklumat)";"Test Engineer (Information Technology)"
2472;"251908";"Arkitek Solution (Teknologi Maklumat)";"Solution Architect (Information Technology)"
2473;"251909";"Jurutera Jaminan Aplikasi (Teknologi Maklumat)";"Application Assurance Engineer (Information Technology)"
2474;"251910";"Jurutera Keselamatan Aplikasi (Teknologi Maklumat)";"Application Security Engineer (Information Technology)"
2475;"251911";"Jurutera Jaminan Kualiti Perisian";"Software Quality Assurance Engineer (Information Technology)"
2476;"251912";"Arkitek Siebel Solution";"Siebel Solution Architect"
2477;"251913";"Arkitek Teknikal Siebel";"Siebel Technical Architect"
2478;"251914";"Perunding Aplikasi";"Application Consultant"
2479;"251915";"Juruaudit Dalaman (Teknologi Maklumat)";"Internal Auditor (Information Technology)"
2480;"251916";"Juruaudit Teknologi Maklumat";"Information Technology Auditor"
2481;"251917";"Jurutera Pengujian Sistem Perdagangan Elektronik";"eCommerce System Test Engineer"
2482;"251918";"Penguji (Selenium dan Cucumber)";"Tester (Selenium, Cucumber skills)"
2484;"2521";"PEREKA DAN PENTADBIR PANGKALAN DATA";"DATABASE DESIGNERS AND ADMINISTRATORS"
2485;"252101";"Arkitek Pangkalan Data";"Database Architect"
2486;"252102";"Juruanalisis Pangkalan Data";"Database Analyst"
2487;"252103";"Pentadbir Pangkalan Data";"Database Administrator"
2488;"252104";"Pereka Pangkalan Data";"Database Designer"
2489;"252105";"Auditor Komputer";"Computer Auditor"
2490;"252106";"Pentadbir PDE (Pemprosesan Data Elektronik)";"Administrator, EDP (Electronic Data Processing)"
2491;"252107";"Jurutera Pangkalan Data Oracle";"Oracle Database Engineer"
2492;"252108";"Pakar Pangkalan Data Oracle";"Oracle Database Specialist"
2493;"252109";"Pentadbir Pangkalan Data SQL (Bahasa Pertanyaan Berstruktur)";"SQL Database Administrator (Structured Query Language)"
2494;"252110";"Jurutera Pangkalan Data SQL (Bahasa Pertanyaan Berstruktur)";"SQL Database Engineer (Structured Query Language)"
2495;"252111";"Pakar Pangkalan Data SQL (Bahasa Pertanyaan Berstruktur)";"SQL Database Specialist (Structured Query Language)"
2496;"252112";"Pakar Gudang Data";"Data Warehouse Specialist"
2497;"252113";"Pakar Pangkalan Data";"Database Specialist"
2498;"252114";"Penganalisis Pangkalan Data Perniagaan";"Business Database Analysts"
2499;"252115";"Jurutera Hadoop";"Hadoop Engineer"
2500;"252116";"Pentadbir Pangkalan Data Perdagangan Elektronik";"eCommerce Database Administrator"
2501;"252117";"Arkitek Pangkalan Data Sistem Perdagangan Elektronik";"eCommece Database Architect"
2502;"252118";"Pakar Pusat Data";"Data Centre Specialist"
2504;"2522";"PENTADBIR SISTEM TEKNOLOGI MAKLUMAT";"SYSTEMS ADMINISTRATORS"
2505;"252201";"Pegawai Teknologi Maklumat Gred F41";"Information Technology Officer Grade F41"
2506;"252202";"Pegawai Eksekutif (Teknologi Maklumat) Gred 41";"Executive Officer (Information Technology) Grade 41"
2507;"252203";"Pegawai Eksekutif (Teknologi Maklumat) Gred 9";"Executive Officer (Information Technology) Grade 9"
2508;"252204";"Pegawai Eksekutif (Teknologi Maklumat) Gred L5";"Executive Officer (Information Technology) Grade L5"
2509;"252205";"Pegawai Sistem Maklumat";"Information System Officer"
2510;"252206";"Eksekutif Rangkaian Komunikasi";"Network Communications Executive"
2511;"252207";"Pegawai Sistem Komunikasi Maklumat";"Information Communications System Officer"
2512;"252208";"Pegawai Sokongan Teknologi Maklumat";"Information Technology Support Officer"
2513;"252209";"Pentadbir Sistem";"Systems Administrator"
2514;"252210";"Pentadbir Sistem Komputer";"Computer System Administrator"
2515;"252211";"Eksekutif Teknologi Maklumat";"Information Technology Executive"
2516;"252212";"Penyelaras Projek Teknologi Maklumat";"Information Technology Project Coordinator"
2517;"252213";"Pentadbir Projek Teknologi Maklumat";"Information Technology Project Administrator"
2518;"252214";"Jurutera Sokongan Komputer";"Computer Support Engineer"
2519;"252215";"Pakar Teknikal Teknologi Maklumat";"Information Technology Technical Specialist"
2520;"252216";"Pentadbir Aplikasi SAP (Aplikasi dan Produk Sistem)";"SAP Application Administrator"
2521;"252217";"Juruanalisis Pentadbiran Akses (Teknologi Maklumat)";"Access Administration Analyst (Information Technology)"
2522;"252218";"Wakil Sokongan Teknikal Inbound (Teknologi Maklumat)";"Inbound Technical Support Representative (Information Technology)"
2523;"252219";"Pentadbir NetApps";"NetApps Administrator"
2524;"252220";"Pakar Sistem Sokongan";"System Support Specialist"
2525;"252221";"Jurutera Penyelenggaraan Sistem Maklumat";"Information Systems Maintenance Engineer"
2526;"252222";"Arkitek Penyelesaian Pengkomputeran Awan";"Cloud Computing Solution Architect"
2527;"252223";"Pakar Billing";"Billing Specialist"
2528;"252224";"Arkitek Teknologi Maklumat";"Information Technology Architect"
2529;"252225";"Arkitek Aplikasi Perusahaan";"Enterprise Applications Architect"
2530;"252226";"Pakar Teknologi Cloud";"Cloud Technology Specialist"
2531;"252227";"Perancang Cloud";"Cloud Planner"
2532;"252228";"Jurutera Teknikal Sokongan (Teknologi Maklumat)";"Technical Support Engineer (Information Technology)"
2533;"252229";"Pakar Teknologi Integrasi";"Integration Technology Specialist"
2534;"252230";"Pakar Sistem Maklumat Pengurusan (MIS)";"Management Information System (MIS) Specialist"
2535;"252231";"Pakar Infrastruktur Teknologi Maklumat";"Information Technology Infrastructure Specialists"
2536;"252232";"Ahli Sains Maklumat, Maklumat Teknikal";"Information Scientist, Technical Information"
2537;"252233";"Ahli Sains Maklumat, Perkhidmatan Perniagaan";"Information Scientist, Business Services"
2538;"252234";"Jurutera Teknologi Maklumat";"Information Technology Engineer"
2539;"252235";"Jurutera Pereka Sistem (Teknologi Maklumat)";"Systems Design Engineer (Information Technology)"
2540;"252236";"Pentadbir Sistem Teknikal";"Technical System Administrator"
2541;"252237";"Penyelaras BIM (Pemodelan Maklumat Bangunan)";"BIM Coordinator (Building Information Modeling)"
2542;"252238";"Pegawai Sistem Maklumat Geografi";"Geographic Information Systems (GIS)"
2543;"252239";"Pentadbir Aplikasi Oracle";"Oracle Applications Administrator"
2544;"252240";"Pentadbir Sistem dan Komputer";"Computer and System Administrator"
2546;"2523";"PROFESIONAL RANGKAIAN KOMPUTER";"COMPUTER NETWORK PROFESSIONALS"
2547;"252301";"Juruanalisis Rangkaian";"Network Analyst"
2548;"252302";"Perunding Perkhidmatan Rangkaian";"Network Services Consultant"
2549;"252303";"Pentadbir Rangkaian";"Network Administrator"
2550;"252304";"Pentadbir Rangkaian Infrastruktur";"Network Infrastructure Administrator"
2551;"252305";"Jurutera Rangkaian";"Network Engineer"
2552;"252306";"Jurutera Sistem Rangkaian";"Network Systems Engineer"
2553;"252307";"Pakar Cloud";"Cloud Specialist"
2554;"252308";"Perunding Rancangan Rangkaian Radio";"Radio Network Planning Consultant"
2555;"252309";"Perunding Rangkaian Pencapaian";"Network Performance Consultant"
2556;"252310";"Jurutera Sistem Rangkaian (Teknologi Maklumat)";"Network System Engineer (Information Technology)"
2557;"252311";"Pakar Rangkaian";"Network Specialist"
2558;"252312";"Prestasi Rangkaian";"Network Performance"
2559;"252313";"Juruanalisis Komunikasi Komputer";"Communications Computer Analyst"
2560;"252314";"Keselamatan Rangkaian";"Network Security"
2561;"252315";"Pemaju Keselamatan Rangkaian Perisian";"Network Security Software Developers"
2562;"252316";"Jurutera Reka bentuk logik Internet Protokol (IP) ";"Internet Protocol logic Design Engineer (IP)"
2564;"2524";"PROFESIONAL DATA";"DATA PROFESSIONALS"
2565;"252401";"Ahli Sains Data";"Data Scientist"
