1;2;3;4
5820;"722302";"Pengendali Mesin Kerja Logam";"Metal Working Machine Operator"
5821;"722303";"Pengeset Mesin Kerja Logam";"Metal Working Machine Setter"
5822;"722304";"Pengendali Mesin Boring";"Boring Machine Operator"
5823;"722305";"Pengeset Alatan Mesin";"Machine Tool Setter"
5824;"722306";"Pengendali Alatan Mesin";"Machine Tool Operator"
5825;"722307";"Pengendali Pengeset Alatan Mesin";"Machine Tool Setter-Operator"
5827;"7224";"PENGGILAP LOGAM, PENCANAI RODA, DAN PENGASAH PERALATAN";"METAL POLISHERS, WHEEL GRINDERS AND TOOL SHARPENERS"
5828;"722401";"Pencanai Logam";"Metal Grinder"
5829;"722402";"Pengasah Alat Pemotong";"Cutting Instruments Sharpener"
5830;"722403";"Pengasah Alat Mesin";"Machine Tools Sharpener"
5831;"722404";"Pembaik Gergaji";"Saw Repairer"
5832;"722405";"Pengasah Gergaji";"Saw Sharpener"
5833;"722406";"Tukang Servis Gergaji";"Saw Servicer"
5834;"722407";"Pencanai Kad Tekstil";"Textile Card Grinder"
5835;"722408";"Pencanai Aci Engkol";"Crankshaft Grinder"
5836;"722409";"Penggilap Logam";"Metal Polisher"
5837;"722410";"Pengemas Logam";"Metal Finisher"
5838;"722411";"Pencanai Ulir";"Thread Grinder"
5839;"722412";"Pengasah Pisau";"Knife Sharpener"
5840;"722413";"Pencanai Alatan";"Tool Grinder"
5842;"7231";"MEKANIK DAN PEMBAIK KENDERAAN BERMOTOR";"MOTOR VEHICLE MECHANICS AND REPAIRERS"
5843;"723101";"Mekanik";"Mechanic"
5844;"723102";"Mekanik Jentolak";"Earth-Moving Equipment Mechanic"
5845;"723103";"Mekanik Motosikal";"Motorcycle Mechanic"
5846;"723104";"Mekanik Kenderaan Bermotor";"Motor Vehicles Mechanic"
5847;"723105";"Mekanik Bengkel";"Workshop Mechanic"
5848;"723106";"Mekanik Garaj";"Garage Mechanic"
5849;"723107";"Pekerja Bengkel";"Workshop Worker"
5850;"723108";"Fomen Kenderaan";"Vehicle Foreman"
5851;"723109";"Mekanik Automotif";"Automotive Mechanic"
5852;"723110";"Pembuat Bingkai Badan Kenderaan";"Vehicles Body Frame Maker"
5853;"723111";"Pemukul Panel Badan Kenderaan";"Vehicles Body Panel's Beater"
5854;"723112";"Pemasang Sealant";"Sealant Installer"
5855;"723113";"Pemerinci Kereta";"Car Detailer"
5856;"723114";"Mekanik Automotif Sistem Perkhidmatan Brek";"Automotive Brakes Systems Service Mechanic"
5857;"723115";"Jurugegas Diesel (pengangkutan jalan)";"Diesel Fitter (road transport)"
5858;"723116";"Jurugegas Enjin (kereta motor)";"Engine Fitter (motor vehicle)"
5859;"723117";"Mekanik Sistem Enjin dan Minyak Kenderaan Bermotor";"Motor Vehicle Engine and Fuel Systems Mechanic"
5860;"723118";"Mekanik Mekatronik Kenderaan Bermotor";"Motor Vehicle Mechatronics Mechanic"
5861;"723119";"Pembaik Kenderaan Bermotor";"Motor Vehicle Repairer"
5862;"723120";"Mekanik Enjil Kecil";"Small Engine Mechanic"
5863;"723121";"Ketua Mekanik";"Chief, Mechanic"
5864;"723122";"Mekanik Penyelenggaraan Kereta Elektrik";"Electric Car Maintenance Mechanic"
5865;"723123";"Mekanik Penyelenggaraan Kenderaan Gas Asli";"Natural Gas Vehicle Maintenance Mechanic"
5866;"723124";"Mekanik Penyelenggaraan Kenderaan Bahan Api";"Fuel Cell Vehicle Maintenance Mechanic"
5867;"723125";"Kru Pit ";"Pit Crew "
5869;"7232";"MEKANIK DAN PEMBAIK ENJIN PESAWAT UDARA";"AIRCRAFT ENGINE MECHANICS AND REPAIRERS"
5870;"723201";"Mekanik Enjin Pesawat";"Aircraft Engine Mechanic"
5871;"723202";"Jurugegas Enjin Pesawat";"Aircraft Engine Fitter"
5872;"723203";"Mekanik Perkhidmatan Pesawat";"Aircraft Maintenance Engineer (Airframes) Mechanic"
5873;"723204";"Mekanik Helikopter";"Helicopter Mechanic"
5874;"723205";"Mekanik Penyelenggaraan Pesawat (Kerangka Pesawat Udara)";"Aircraft Maintenance Engineer (Engines) Mechanic"
5875;"723206";"Mekanik Penyelenggaraan Pesawat (Enjin)";"Aircraft Maintenance Supervisor (Engines)"
5876;"723207";"Mekanik Pesawat";"Aircraft Mechanic"
5877;"723208";"Mekanik Loji Kuasa dan Kerangka Pesawat Udara";"Airframe and Power Plant Mechanic"
5878;"723209";"Mekanik Kerangka Pesawat Udara";"Airframe Mechanic"
5879;"723210";"Mekanik Enjin Jet";"Jet Engine Mechanic"
5880;"723211";"Mekanik Sistem Pneudraulik (Pesawat)";"Pneudraulic Systems Mechanic (Aircraft)"
5881;"723212";"Mekanik Loji Kuasa (Pesawat)";"Powerplant Mechanic (Aircraft)"
5882;"723213";"Mekanik Komponen Enjin Roket";"Rocket Engine Component Mechanic"
5884;"7233";"MEKANIK DAN PEMBAIK JENTERA PERTANIAN DAN PERINDUSTRIAN";"AGRICULTURAL AND INDUSTRIAL MACHINERY MECHANICS AND REPAIRERS"
5885;"723301";"Mekanik Jentera";"Machinery Mechanic"
5886;"723302";"Mekanik Jentera Perlombongan";"Mining Machinery Mechanic"
5887;"723303";"Mekanik Alat Mesin";"Mechanic, Machine-Tool"
5888;"723304";"Mekanik Jentera Perindustrian";"Mechanic, Industrial Machinery"
5889;"723305";"Mekanik Penyelenggaraan Loji";"Mechanic, Plant Maintenance"
5890;"723306";"Pekerja Sapu Minyak dan Gris";"Oiler and Greaser"
5891;"723307";"Mekanik Jentera Pembinaan";"Construction Machinery Mechanic"
5892;"723308";"Pembaik Jentera Pembinaan";"Construction Machinery Repairer"
5893;"723309";"Pembaik Jentera Ladang";"Farm Machinery Repairer"
5894;"723310";"Jurugegas Jentera Perlombongan";"Mining Machinery Fitter"
5895;"723311";"Pembaik Jentera Perlombongan";"Mining Machinery Repairer"
5896;"723312";"Jurugegas Enjin Pegun";"Stationary Engine Fitter"
5897;"723313";"Pembaik Enjin Pegun";"Stationary Engine Repairer"
5898;"723314";"Jurumesin Industri";"Industrial Machinist"
5899;"723315";"Jurumesin CNC (Kawalan Berangka Komputer)";"CNC Machinist (Computer Numerical Control)"
5900;"723316";"Penuras Jentera";"Filter, Machinery"
5902;"7234";"PEMBAIK BASIKAL DAN PEKERJA YANG BERKAITAN";"BICYCLE AND RELATED REPAIRERS"
5903;"723401";"Pembaik Basikal";"Bicycle Repairer"
5904;"723402";"Pembaik Beca";"Trishaw Repairer"
5905;"723403";"Pembaik Kincir";"Reel Repairer"
5906;"723404";"Mekanik Basikal";"Bicycle Mechanic"
5907;"723405";"Pembaik Kereta Bayi";"Perambulator Repairer"
5908;"723406";"Pembaik Kerusi Roda";"Wheelchair Repairer"
5910;"7239";"MEKANIK DAN PEMBAIK JENTERA YANG TIDAK DIKELASKAN DI MANA-MANA";"MACHINERY MECHANICS AND REPAIRERS Not Elsewhere Classified"
5911;"723901";"Mekanik Enjin Marin";"Marine Engine Mechanic"
5912;"723902";"Mekanik Kapal";"Ship Mechanic"
5913;"723903";"Jurugegas Enjin Kereta api";"Train Engine Fitter"
5914;"723904";"Pembaik Enjin Kereta api";"Train Engine Repairer"
5915;"723905";"Pembantu Pemeriksa Kilang dan Jentera Gred J19";"Factory and Machinery Inspector Assistant Grade J19"
5916;"723906";"Pembantu Mekanik";"Assistant Mechanic"
5918;"7311";"PEMBUAT DAN PEMBAIK PERALATAN JITU";"PRECISION INSTRUMENT MAKERS AND REPAIRERS"
5919;"731101";"Pembuat Instrumen Jitu";"Precision Instrument Maker"
5920;"731102";"Pembuat Instrumen Pembedahan";"Scientific Instrument  Maker"
5921;"731103";"Pembuat Instrumen Saintifik";"Surgical Instrument  Maker"
5922;"731104";"Pembuat Peralatan Fotografi";"Photographic Equipment Maker"
5923;"731105";"Pembuat Prostesis Pergigian";"Dental Prosthesis Maker"
5924;"731106";"Pembuat Peralatan Ortopedik";"Orthopedic Appliance Maker"
5925;"731107";"Pembuat Jam";"Watches and Clock Maker"
5926;"731108";"Pembuat Instrumen Optik";"Optical Instrument Maker"
5927;"731109";"Pembuat Alat Imbangan";"Balancing Maker"
5928;"731110";"Pembuat Barometer";"Barometer Maker"
5929;"731111";"Pembuat Instrumen Meteorologi";"Meteorological Instrument Maker"
5930;"731112";"Pembuat Instrumen Nautika";"Nautical Instrument Maker"
5931;"731113";"Pembaik Prostesis Pergigian";"Dental Prosthesis Repairer"
5932;"731114";"Pembaik Peralatan Ortopedik";"Orthopedic Appliance Repairer"
5933;"731115";"Pembaik Jam";"Watch and Clock Repairer"
5934;"731116";"Pembaik Instrumen Optik";"Optical Instrument Repairer"
5935;"731117";"Pembaik Alat Imbangan";"Balancing Machine Repairer"
5937;"7312";"PEMBUAT DAN PENALA ALAT MUZIK";"MUSICAL INSTRUMENT MAKERS AND TUNERS"
5938;"731201";"Pembuat Peralatan Muzik";"Musical Instrument Maker"
5939;"731202";"Penala Peralatan Muzik";"Musical Instrument Tuner"
5940;"731203";"Pembuat Peralatan Muzik Bertali";"Stringed-Musical Instrument Maker"
5941;"731204";"Pembuat Piano";"Piano Maker"
5942;"731205";"Pembuat Dram";"Drum Maker"
5943;"731206";"Pembuat Peralatan Muzik Tiup";"Wood-Wind Musical Instrument Maker"
5944;"731207";"Pelarik Peralatan Muzik";"Turner, Musical Instrument"
5946;"7313";"PEKERJA BARANG KEMAS DAN LOGAM BERHARGA";"JEWELLERY AND PRECIOUS-METAL WORKERS"
5947;"731301";"Tukang Barang Kemas";"Jeweller"
5948;"731302";"Tukang Emas";"Goldsmith"
5949;"731303";"Tukang Perak";"Silversmith"
5950;"731304";"Tukang Pewter";"Pewtersmith"
5951;"731305";"Pembaik Barang Kemas";"Jewellery Repairer"
5952;"731306";"Penggred Emas";"Gold Grader"
5953;"731307";"Pemotong Permata";"Gem Slicer"
5954;"731308";"Pengatur Permata";"Gem Setter"
5955;"731309";"Penggelek Logam Berharga";"Precious Metal Roller"
5956;"731310";"Pengukir Barang Kemas";"Jewellery Engraver"
5957;"731311";"Penggilap Permata";"Gem Polisher"
5958;"731312";"Penyadur Enamel Barang Kemas";"Jewellery Enameller"
5959;"731313";"Pekerja Penggelek Emas";"Gold Rolling Mill Worker"
5961;"7314";"TUKANG TEMBIKAR DAN PEKERJA YANG BERKAITAN";"POTTERS AND RELATED WORKERS"
5962;"731401";"Tukang Tembikar";"Potter"
5963;"731402";"Penekan Acuan Bata dan Jubin";"Presser, Brick and Tile"
5964;"731403";"Pembentuk Tembikar dan Porselin";"Modeller, Pottery and Porcelain"
5965;"731404";"Penuang Tembikar dan Porselin";"Caster, Pottery and Porcelain"
5966;"731405";"Pelarik Tembikar dan Porselin";"Turner, Pottery and Porcelain"
5967;"731406";"Pelempar Alin Tembikar dan Porselin";"Thrower, Pottery and Porcelain"
5968;"731407";"Pembuat Acuan Tembikar dan Porselin";"Maker, Pottery and Porcelain Mould"
5969;"731408";"Penekan Tembikar dan Porselin";"Presser, Pottery and Porcelain"
5970;"731409";"Pengendali Mesin Jig Tembikar dan Porselin";"Jiggerer, Pottery and Porcelain"
5972;"7315";"PEMBUAT, PEMOTONG, PENCANAI, DAN PENGEMAS KACA";"GLASS MAKERS, CUTTERS, GRINDERS AND FINISHERS"
5973;"731501";"Pembengkok Kaca";"Glass Bender"
5974;"731502";"Peniup Kaca";"Glass Blower"
5975;"731503";"Pemotong Kaca";"Glass Cutter"
5976;"731504";"Pemotong Kaca Optik";"Optical Glass Cutter"
5977;"731505";"Penggilap Kaca";"Glass Polisher"
5978;"731506";"Pencanai Kaca";"Glass Grinder"
5979;"731507";"Pembuat Acuan Kanta Kaca";"Glass Lens Moulder"
5980;"731508";"Pengemas Kaca";"Glass Finisher"
5981;"731509";"Pembikin Kerangka Kaca";"Glass Frame Fabricator"
5983;"7316";"PENULIS PAPAN TANDA, PELUKIS HIASAN, PENGUKIR, DAN PENGGORES";"SIGN WRITERS, DECORATIVE PAINTERS, ENGRAVERS AND INSCRIBERS"
5984;"731601";"Penggores";"Etcher"
5985;"731602";"Pengukir";"Engraver"
5986;"731603";"Pembagas Pasir Kaca";"Sandblaster, Glass"
5987;"731604";"Pencelup Seramik";"Ceramics Dipper"
5988;"731605";"Penyadur Enamel, Kaca";"Enameller"
5989;"731606";"Penyadur Perak, Cermin";"Silverer, Mirror"
5990;"731607";"Pembuat Alat Elektrotaip";"Electrotyper"
5991;"731608";"Pembuat Alat Stereotaip";"Stereotyper"
5992;"731609";"Penghala, Plat Pencetak";"Router, Printing Plate"
5993;"731610";"Pelukis Hiasan";"Decorative Painter"
5994;"731611";"Penulis Papan Tanda";"Sign-writer"
5995;"731612";"Pengukir Kaca";"Engraver, Glass"
5997;"7317";"PEKERJA KRAFTANGAN KAYU, BAKUL DAN BAHAN YANG BERKAITAN";"HANDICRAFT WORKERS OF WOOD, BASKETRY AND RELATED MATERIALS"
5998;"731701";"Penganyam Tikar";"Mat Weaver"
5999;"731702";"Pekerja Kraftangan, Barangan Kayu";"Handicraft Worker, Wooden Articles"
6000;"731703";"Pembuat Bakul";"Basket Maker"
6001;"731704";"Pembuat Penyapu";"Broom Maker"
6002;"731705";"Pekerja Kraftangan, Tenunan Buluh";"Handicraft Worker, Reed Weaving"
6003;"731706";"Pekerja Kraftangan, Barangan Batu";"Handicraft Worker, Stone Articles"
6004;"731707";"Pembuat Berus";"Brush Maker"
6005;"731708";"Pembuat Perabot Rotan";"Rattan Furniture  Maker"
6006;"731709";"Pembuat Anyaman Rotan";"Wicker Maker"
6007;"731710";"Pengajar Pemintal";"Instructor, Spinner"
6009;"7318";"PEKERJA KRAFTANGAN TEKSTIL, BARANGAN KULIT DAN BAHAN YANG BERKAITAN";"HANDICRAFT WORKERS OF TEXTILE, LEATHER AND RELATED MATERIALS"
6010;"731801";"Penganyam Songket";"Weaver, Songket"
6011;"731802";"Pencanting Batik";"Batik Painter"
6012;"731803";"Pembuat Barangan Kulit";"Maker, Leather Goods"
6013;"731804";"Pekerja Kraftangan, Karpet";"Handicraft Worker, Carpets"
6014;"731805";"Pekerja Kraftangan, Barangan Kulit";"Handicraft Worker, Leather"
6015;"731806";"Pekerja Kraftangan, Tekstil";"Handicraft Worker, Textiles"
6016;"731807";"Penyikat Gentian Tekstil";"Textile Fibre Comber"
6017;"731808";"Perayau Gentian Tekstil";"Textile Fibre Rover"
6018;"731809";"Perajut";"Knitter"
6019;"731810";"Pemutar Benang dan Yarn";"Thread and Yarn Spinner"
6020;"731811";"Penenun Karpet";"Carpet Weaver"
6022;"7319";"PEKERJA KRAFTANGAN YANG TIDAK DIKELASKAN DI MANA-MANA";"HANDICRAFT WORKERS NOT ELSEWHERE CLASSIFIED"
6023;"731901";"Pembuat Lencana";"Batch Maker"
6024;"731902";"Pekerja Tukangan";"Craftsman"
6025;"731903";"Pembuat Mainan Logam";"Metal Toymaker"
6026;"731904";"Pembuat Aksesori";"Accessories Maker"
6027;"731905";"Pekerja Kraftangan";"Handicraft Worker"
6029;"7321";"PEKERJA PRAPENCETAKAN";"PREPRESS WORKERS"
6030;"732101";"Pengatur Huruf";"Compositor"
6031;"732102";"Pembuat Plat Braille";"Braille Plate Maker"
6032;"732103";"Pengatur Taip";"Typesetter"
6033;"732104";"Pekerja Kelengkapan Penerbitan Desktop";"Desktop Publishing Equipment Worker"
6034;"732105";"Pekerja Penekan Garisan";"Press Line Worker"
6035;"732106";"Pekerja Talian Rentas";"Profiling Line Worker"
6036;"732107";"Pembuat Skrin";"Screen Maker"
6037;"732108";"Juruteknik Pra-Penekan Elektronik";"Electronic Pre-Press Technician"
6038;"732109";"Pembuat Plat (Pencetakan)";"Plat Maker (Printing)"
6040;"7322";"PENCETAK";"PRINTERS"
6041;"732201";"Pencetak";"Printer"
6042;"732202";"Pencetak Tekstil";"Textile Printer"
6043;"732203";"Pencetak Blok";"Block Printer"
6044;"732204";"Operator Penekan Pencetakan Timbul";"Press-Operator, Embossing"
6045;"732205";"Penyurih Corak Tekstil";"Tracer, Textile Design"
6046;"732206";"Operator Penekan Digital";"Digital Press Operator"
6047;"732207";"Pengendali Feeder (Pencetakan)";"Feeder Operator (Printing)"
6048;"732208";"Operator Penekan Flexographic";"Flexographic Press-Operator"
6049;"732209";"Operator Penekan Gravure";"Gravure Press-Operator"
6050;"732210";"Pencetak Skrin";"Screen Printer"
6051;"732211";"Operator Penekan Pencetakan Skrin";"Screen Printing Press-Operator"
6052;"732212";"Operator Penekan Web";"Web Press-Operator"
6053;"732213";"Operator Mesin, Penekan Cetak Silinder";"Printing Press-Operator, Cylinder"
6054;"732214";"Operator Mesin, Penekan Cetak Ofset";"Printing Press-Operator,  Offset"
6055;"732215";"Operator Mesin, Penekan Cetak Putar";"Printing Press-Operator, Rotary"
6056;"732216";"Operator Mesin, Penekan Cetak Rotogravure";"Printing Press-Operator, Rotogravure"
6057;"732217";"Operator Mesin, Penekan Cetak Litografi Langsung";"Printing Press-Operator, Direct Lithographic"
6058;"732218";"Operator Mesin, Penekan Cetak Kertas Dinding";"Printing Press-Operator, Wallpaper"
6059;"732219";"Pencetak Kertas Dinding";"Printer, Wallpaper"
6060;"732220";"Operator Pencetakan";"Printing Operator"
6061;"732221";"Pembantu Pencetakan";"Assistant Printing"
6063;"7323";"PEKERJA KEMASAN AKHIR DAN PENJILID PENCETAKAN";"PRINT FINISHING AND BINDING WORKERS"
6064;"732301";"Penjilid Buku";"Bookbinder"
6065;"732302";"Pemotong Kertas";"Paper Cutter"
6066;"732303";"Pelekap Peta dan Carta";"Map and Chart Mounter"
6067;"732304";"Pencetak Timbul Buku";"Book Embosser"
6068;"732305";"Pekerja Kemasan Akhir Buku";"Book Finisher"
6069;"732306";"Operator, Collator";"Collator Operator"
6070;"732307";"Operator Pemotong";"Cutter Operator"
6071;"732308";"Operator Foil Stamp";"Foil Stamp Operator"
6072;"732309";"Operator Folder";"Folder Operator"
6073;"732310";"Operator Pelbagai Jilid";"Multibinder Operator"
6074;"732311";"Operator Perfect Binding";"Perfect Binding Operator"
6075;"732312";"Operator Saddle Stitch";"Saddle Stitch Operator"
6076;"732313";"Operator Mesin, Penjilidan Buku";"Machine Operator, Bookbinding"
6077;"732314";"Operator Mesin, Ukir Timbul Buku";"Machine Operator, Embossing Book"
6079;"7324";"PENGUKIR DAN PENGGORES PENCETAKAN DAN FOTO";"PRINTING AND PHOTO ENGRAVERS AND ETCHERS"
6080;"732401";"Pengukir Pencetakan Plat Logam";"Engraver, Printing Metal Plate"
6081;"732402";"Penggores Pencetakan Plat Logam";"Etcher, Printing Metal Plate"
6082;"732403";"Pengukir Pencetakan Batu Litografi";"Engraver, Printing Lithographic Stone"
6083;"732404";"Pengukir Foto";"Photo-Engraver"
6084;"732405";"Pekerja Bilik Gelap";"Worker, Darkroom"
6085;"732406";"Pencuci Filem Warna dan Hitam Putih";"Developer, Film Color and Black and White"
6086;"732407";"Pencuci Filem X-Ray";"Developer, Film X-Ray"
6088;"7411";"JURUELEKTRIK BANGUNAN DAN YANG BERKAITAN";"BUILDING AND RELATED ELECTRICIANS"
6089;"741101";"Juruelektrik Bangunan";"Electrician, Building"
6090;"741102";"Juruelektrik Pembinaan";"Electrician, Construction"
6091;"741103";"Juruelektrik";"Electrician"
6093;"7412";"MEKANIK DAN JURUGEGAS ELEKTRIK";"ELECTRICAL MECHANICS AND FITTERS"
6094;"741201";"Penjaga Jentera Elektrik Gred J19";"Chargeman Grade J19"
6095;"741202";"Penjaga Jentera Elektrik Gred 11";"Chargeman Grade 11"
6096;"741203";"Penjaga Jentera  Sekatan Voltan Tinggi";"High Voltage Restriction Chargeman"
6097;"741204";"Jurugegas Elektrik";"Electrical Fitter"
6098;"741205";"Jurugegas Elektrik Lif";"Electrical Lift Fitter"
6099;"741206";"Pendawai";"Wireman"
6100;"741207";"Pembaik Pulih Elektrik Peralatan Rumah";"Electrical Repairman, Household Appliance"
6101;"741208";"Fomen Elektrik";"Foreman, Electrical"
6102;"741209";"Fomen Penyelenggaraan";"Foreman, Maintenance"
6103;"741210";"Penjana Generator Elektrik";"Electrical Generator Operator"
6104;"741211";"Jurugegas Elektrik Jentera Pejabat";"Electrical Office-Machinery Fitter"
6105;"741212";"Jurugegas Elektrik Motor dan Dinamo";"Electrical Motors and Dynamos Fitter"
6106;"741213";"Jurugegas Penyelenggaraan";"Maintenance Fitter"
6107;"741214";"Juruelektrik Kapal";"Electrician, Ship"
6108;"741215";"Juruelektrik Kenderaan";"Electrician, Vehicle"
6109;"741216";"Juruelektrik Pesawat";"Electrician, Aircraft"
6110;"741217";"Juruelektrik Pentas dan Studio";"Electrician, Stage and Studio"
6111;"741218";"Mekanik Lif";"Lift Mechanic"
6112;"741219";"Mekanik Elektrik";"Electrical Mechanics"
6113;"741220";"Jurugegas Generator Elektrik";"Electrical Generator Fitter"
6114;"741221";"Penjaga Jentera Elektrik";"Chargeman"
6115;"741222";"Penjaga Jentera Elektrik Gred P4";"Chargeman Grade P4"
6116;"741223";"Penjaga Jentera Elektrik AO";"AO Chargeman"
6117;"741224";"Penjaga Jentera Elektrik BO";"BO Chargeman"
6118;"741225";"Pendawai Elektrik";"Electrical Wireman"
6119;"741226";"Penjaga Jentera Elektrik Gred J26";"Chargeman Grade J26"
6121;"7413";"PEMASANG DAN PEMBAIK TALIAN ELEKTRIK";"ELECTRICAL LINE INSTALLERS AND REPAIRERS"
6122;"741301";"Pemasang Talian Kuasa Elektrik";"Electrical Power Line Worker"
6123;"741302";"Pekerja Talian Kabel";"Cable Line Worker"
6124;"741303";"Penyambung Kabel Elektrik";"Electric Cable Jointer"
6125;"741304";"Pemasang Kabel Bawah Tanah";"Installer, Underground Cable"
6126;"741305";"Pemasang Kabel Bawah Laut";"Installer, Underwater Cable"
6127;"741306";"Pekerja Sistem Pembaik";"Rectifier System Worker"
6128;"741307";"Juruelektrik Penyelenggaraan";"Electrician, Maintenance"
6129;"741308";"Pemasang Pemanas dan Penyelenggaraan Terma Solar";"Solar Thermal Installation and Maintenance Installer"
6130;"741309";"Pemasang Penyelenggaraan dan Pemasangan Photovoltaic Solar";"Solar Photovoltaic Installation and Maintenance Installer"
6131;"741310";"Pemasang Penyelenggaraan dan Pemasangan Air Panas Solar";"Solar Hotwater Installation And Maintenance Installer"
6132;"741311";"Pemasang Penyelenggaraan dan Pemasangan Biomas";"Biomass Installation and Maintenance Installer"
6133;"741312";"Pemasang Penyelenggaraan dan Pemasangan Hydro";"Hydro Installation and Maintenance Installer"
6135;"7421";"MEKANIK DAN PENSERVIS ELEKTRONIK";"ELECTRONICS MECHANICS AND SERVICES"
6136;"742101";"Jurugegas Elektronik";"Fitter, Electronics"
6137;"742102";"Pembaik Elektronik";"Repairer, Electronics"
6138;"742103";"Jurugegas Elektronik, Kelengkapan Perindustrian";"Fitter, Electronics Industrial Equipment"
6139;"742104";"Jurugegas Elektronik, Kelengkapan Meteorologi";"Fitter, Electronics Meteorological Equipment"
6140;"742105";"Mekanik Kelengkapan Elektronik";"Mechanic, Electronic Instrument"
6142;"7422";"PEMASANG DAN PENSERVIS TEKNOLOGI MAKLUMAT DAN KOMUNIKASI";"INFORMATION AND COMMUNICATIONS TECHNOLOGY INSTALLERS AND SERVICES"
6143;"742201";"Pemasang Wayar Telefon";"Telephone Wireman"
6144;"742202";"Pemasang Telefon dan Telegraf";"Telephone and Telegraph Installer"
6145;"742203";"Mekanik Telefon dan Telegraf";"Telephone and Telegraph Mechanic"
6146;"742204";"Penservis Telefon dan Telegraf";"Telephone and Telegraph Servicer"
6147;"742205";"Pekerja Sokongan Teknologi Maklumat";"Information Technology Support Worker"
6148;"742206";"Pekerja Kabel Data dan Telekomukasi";"Data and Telecommunications Cabler"
6149;"742207";"Jurugegas Peralatan Komputer";"Computer Equipment Fitter"
6150;"742208";"Jurugegas Elektronik Peralatan Radio Televisyen";"Fitter, Electronics Radio Television Equipment"
6151;"742209";"Jurugegas Elektronik Peralatan Video";"Fitter, Electronics Video and Radar Equipment"
6152;"742210";"Jurugegas Elektronik Peralatan Radar";"Fitter, Electronics Radar Equipment"
6153;"742211";"Jurugegas Elektronik Komputer";"Fitter, Electronics Computer"
6154;"742212";"Operator Rangkaian";"Operator, Network"
6155;"742213";"Operator Peralatan Tanpa Wayar";"Operator, Wireless Equipment"
6156;"742214";"Operator Komputer Gred 14";"Computer Operator Grade 14"
6158;"7511";"PEKERJA PEMPROSESAN DAGING, IKAN, DAN PENYEDIA MAKANAN YANG BERKAITAN";"MEAT AND FISH PROCESS WORKERS AND RELATED FOOD PREPARERS"
6159;"751101";"Penyembelih";"Slaughterer"
6160;"751102";"Pemotong Daging";"Chipper Meat"
6161;"751103";"Penghiris Daging";"Meat Slicer"
6162;"751104";"Pembuat Sosej";"Sausage Maker"
6163;"751105";"Pengawet Daging";"Meat Curer"
6164;"751106";"Penggaram Ikan";"Fish Salter"
6165;"751107";"Penjeruk Ikan";"Fish Pickler"
6166;"751108";"Pemfilet Ikan";"Fish Filleter"
6167;"751109";"Pembersih Sarang Burung";"Bird's Nest Cleaner"
6168;"751110";"Pemeriksa Halal, Rumah Sembelihan";"Halal Checker, Slaughterhouse"
6169;"751111";"Penyembelih Halal, Rumah Sembelihan";"Halal Slaughterer, Slaughterhouse"
6171;"7512";"PEMBUAT ROTI, PASTRI, PASTA, DAN KONFEKSI";"BAKERS, PASTRY, PASTA AND CONFECTIONERY MAKERS"
6172;"751201";"Pembuat Roti";"Baker"
6173;"751202";"Pembuat Pastri";"Pastry Baker"
6174;"751203";"Pembuat Konfeksi";"Confectionary Maker"
6175;"751204";"Pembuat Coklat";"Chocolate Maker"
6176;"751205";"Pembuat Yis";"Yeast Maker"
6177;"751206";"Pembuat Mee";"Noodle Maker"
6178;"751207";"Pembuat Pasta";"Pasta Maker"
6179;"751208";"Pembuat Gula-Gula Getah";"Maker, Chewing-Gum"
6180;"751209";"Pembantu Bakeri";"Bakery Assistant"
6182;"7513";"PEMBUAT PRODUK TENUSU";"DAIRY-PRODUCTS MAKERS"
6183;"751301";"Pembuat Keju";"Cheese Maker"
6184;"751302";"Pembuat Yogurt";"Yogurt Maker"
6185;"751303";"Pembuat Mentega";"Butter Maker"
6187;"7514";"PENGAWET BUAH-BUAHAN, SAYUR-SAYURAN DAN YANG BERKAITAN";"FRUIT, VEGETABLE AND RELATED PRESERVERS"
6188;"751401";"Pengawet Buah";"Fruit Preserver"
6189;"751402";"Pengawet Sayuran";"Vegetable Preserver"
6190;"751403";"Pembuat Jus Buah-Buahan";"Fruit Juice Maker"
6191;"751404";"Pembuat Sirap";"Syrup Maker"
6192;"751405";"Pembuat Jus Sayur-Sayuran";"Vegetable Juice Maker"
6193;"751406";"Pengekstrak Minyak Masak";"Cooking Oil Extracter"
6194;"751407";"Pemerah Minyak";"Oil Expeller"
6195;"751408";"Penjeruk Sayuran/Buah";"Vegetable /fruit pickler"
6197;"7515";"PERASA DAN PENGGRED MAKANAN DAN MINUMAN";"FOOD AND BEVERAGE TASTERS AND GRADERS"
6198;"751501";"Perasa Makanan";"Tester, Food"
6199;"751502";"Perasa Minuman";"Tester, Beverages"
6200;"751503";"Penggred Makanan";"Grader, Food"
6201;"751504";"Perasa dan Penggred Teh";"Tester and Grader, Tea"
6202;"751505";"Perasa dan Penggred Kopi";"Tester and  Grader, Coffee"
6203;"751506";"Perasa dan Penggred Makanan";"Taster and Grader, Food"
6204;"751507";"Perasa dan Penggred Arak";"Taster and Grader, Liquor"
6205;"751508";"Penggred Daging";"Grader, Meat"
6206;"751509";"Penggred Buah-Buahan";"Grader, Fruit"
6207;"751510";"Penggred  Sayur-Sayuran";"Grader,  Vegetable"
6208;"751511";"Perasa Jus";"Taster, Juice"
6209;"751512";"Penggred Minyak";"Grader, Oil"
