;01002026;01-002-026;JOHOR;2
;01002027;01-002-027;JOHOR;2
;01002028;01-002-028;JOHOR;2
;01002029;01-002-029;JOHOR;2
;01002030;01-002-030;JOHOR;2
;01002031;01-002-031;JOHOR;2
;01002032;01-002-032;JOHOR;2
;01002033;01-002-033;JOHOR;2
;01002034;01-002-034;JOHOR;2
;01002035;01-002-035;JOHOR;2
;01002036;01-002-036;JOHOR;2
;01002037;01-002-037;JOHOR;2
;01002038;01-002-038;JOHOR;2
;01002039;01-002-039;JOHOR;2
;01002040;01-002-040;JOHOR;2
;01002041;01-002-041;JOHOR;2
;01002042;01-002-042;JOHOR;2
;01002043;01-002-043;JOHOR;2
;01002044;01-002-044;JOHOR;2
;01002045;01-002-045;JOHOR;2
;01002046;01-002-046;JOHOR;2
;01002047;01-002-047;JOHOR;2
;01002048;01-002-048;JOHOR;2
;01002049;01-002-049;JOHOR;2
;01002050;01-002-050;JOHOR;2
;01002051;01-002-051;JOHOR;2
;01002052;01-002-052;JOHOR;2
;01002053;01-002-053;JOHOR;2
;01002054;01-002-054;JOHOR;2
;01002055;01-002-055;JOHOR;2
;01002056;01-002-056;JOHOR;2
;01002057;01-002-057;JOHOR;2
;01002058;01-002-058;JOHOR;2
;01002059;01-002-059;JOHOR;2
;01002060;01-002-060;JOHOR;4
;01002061;01-002-061;JOHOR;4
;01002062;01-002-062;JOHOR;4
;01002063;01-002-063;JOHOR;4
;01002064;01-002-064;JOHOR;4
;01002065;01-002-065;JOHOR;4
;01002066;01-002-066;JOHOR;4
;01002067;01-002-067;JOHOR;4
;01002068;01-002-068;JOHOR;4
;01002069;01-002-069;JOHOR;4
;01002070;01-002-070;JOHOR;4
;01002071;01-002-071;JOHOR;4
;01002072;01-002-072;JOHOR;4
;01002073;01-002-073;JOHOR;4
;01002074;01-002-074;JOHOR;4
;01002075;01-002-075;JOHOR;4
;01002076;01-002-076;JOHOR;4
;01002077;01-002-077;JOHOR;4
;01002078;01-002-078;JOHOR;4
;01002079;01-002-079;JOHOR;4
;01002080;01-002-080;JOHOR;4
;01002081;01-002-081;JOHOR;4
;01002082;01-002-082;JOHOR;4
;01003001;01-003-001;JOHOR;1
;01003002;01-003-002;JOHOR;1
;01003003;01-003-003;JOHOR;1
;01003004;01-003-004;JOHOR;1
;01003005;01-003-005;JOHOR;1
;01003006;01-003-006;JOHOR;1
;01003007;01-003-007;JOHOR;1
;01003008;01-003-008;JOHOR;1
;01003009;01-003-009;JOHOR;1
;01003010;01-003-010;JOHOR;1
;01003011;01-003-011;JOHOR;1
;01003012;01-003-012;JOHOR;1
;01003013;01-003-013;JOHOR;1
;01003014;01-003-014;JOHOR;1
;01003015;01-003-015;JOHOR;1
;01003016;01-003-016;JOHOR;1
;01003017;01-003-017;JOHOR;1
;01003018;01-003-018;JOHOR;1
;01003019;01-003-019;JOHOR;1
;01003020;01-003-020;JOHOR;1
;01003021;01-003-021;JOHOR;1
;01003022;01-003-022;JOHOR;1
;01003023;01-003-023;JOHOR;1
;01003024;01-003-024;JOHOR;1
;01003025;01-003-025;JOHOR;1
;01003026;01-003-026;JOHOR;1
;01003027;01-003-027;JOHOR;1
;01003028;01-003-028;JOHOR;1
;01003029;01-003-029;JOHOR;1
;01003030;01-003-030;JOHOR;1
;01003031;01-003-031;JOHOR;1
;01003032;01-003-032;JOHOR;1
;01003033;01-003-033;JOHOR;1
;01003034;01-003-034;JOHOR;1
;01003035;01-003-035;JOHOR;1
;01003036;01-003-036;JOHOR;1
;01003037;01-003-037;JOHOR;1
;01003038;01-003-038;JOHOR;1
;01003039;01-003-039;JOHOR;1
;01003040;01-003-040;JOHOR;1
;01003041;01-003-041;JOHOR;1
;01003042;01-003-042;JOHOR;1
;01003043;01-003-043;JOHOR;1
;01003044;01-003-044;JOHOR;1
;01003045;01-003-045;JOHOR;1
;01003046;01-003-046;JOHOR;1
;01003047;01-003-047;JOHOR;1
;01003048;01-003-048;JOHOR;1
;01003049;01-003-049;JOHOR;1
;01003050;01-003-050;JOHOR;1
;01003051;01-003-051;JOHOR;1
;01003052;01-003-052;JOHOR;1
;01003053;01-003-053;JOHOR;1
;01003054;01-003-054;JOHOR;1
;01003055;01-003-055;JOHOR;1
;01003056;01-003-056;JOHOR;1
;01003057;01-003-057;JOHOR;1
;01003058;01-003-058;JOHOR;1
;01003059;01-003-059;JOHOR;1
;01003060;01-003-060;JOHOR;1
;01003061;01-003-061;JOHOR;1
;01003062;01-003-062;JOHOR;1
;01003063;01-003-063;JOHOR;1
;01003064;01-003-064;JOHOR;1
;01003065;01-003-065;JOHOR;1
;01003066;01-003-066;JOHOR;1
;01003067;01-003-067;JOHOR;1
;01003068;01-003-068;JOHOR;1
;01003069;01-003-069;JOHOR;1
;01003070;01-003-070;JOHOR;1
;01003071;01-003-071;JOHOR;1
;01003072;01-003-072;JOHOR;1
;01003073;01-003-073;JOHOR;1
;01003074;01-003-074;JOHOR;1
;01003075;01-003-075;JOHOR;1
;01003076;01-003-076;JOHOR;1
;01003077;01-003-077;JOHOR;1
;01003078;01-003-078;JOHOR;1
;01003079;01-003-079;JOHOR;1
;01003080;01-003-080;JOHOR;1
;01003081;01-003-081;JOHOR;1
;01003082;01-003-082;JOHOR;1
;01003083;01-003-083;JOHOR;1
;01003084;01-003-084;JOHOR;1
;01003085;01-003-085;JOHOR;1
