"";"lama-23952";"23952";"Pembuatan konkrit pratuangan, simen atau artikel batu buatan yang digunakan dalam pembinaan"
"";"lama-23953";"23953";"Pembuatan komponen struktur pasang siap untuk bangunan atau kejuruteraan awam dari simen, batu atau konkrit buatan"
"";"lama-23959";"23959";"Pembuatan artikel konkrit, simen dan plaster lain t.t.t.l."
"";"lama-23960";"23960";"Pemotongan, pembentukan dan kemasan batu"
"";"lama-23990";"23990";"Pembuatan produk mineral bukan logam lain t.t.t.l."
"";"lama-24101";"24101";"Pengeluaran jongkong besi dan spiegeleisen dalam bentuk jongkong, blok atau dalam bentuk asal lain"
"";"lama-24102";"24102";"Pengeluaran batang dan rod keluli tahan karat atau keluli aloi lain"
"";"lama-24103";"24103";"Pembuatan tiub tidak berkelim, dengan penggelekan, picitan atau tempaan panas atau dengan tempaan atau penggelekan sejuk"
"";"lama-24104";"24104";"Pembuatan kelengkapan tiub keluli"
"";"lama-24109";"24109";"Pembuatan produk besi dan keluli asas lain t.t.t.l."
"";"lama-24201";"24201";"Peleburan timah"
"";"lama-24202";"24202";"Pengeluaran aluminium daripada alumina"
"";"lama-24209";"24209";"Pembuatan logam berharga asas lain dan logam bukan ferus lain t.t.t.l."
"";"lama-24311";"24311";"Pengacuan besi"
"";"lama-24312";"24312";"Pengacuan keluli"
"";"lama-24320";"24320";"Pengacuan logam bukan ferus"
"";"lama-25111";"25111";"Pembuatan kerangka kerja perindustrian daripada logam"
"";"lama-25112";"25112";"Pembuatan bangunan pasang siap terutamanya daripada logam"
"";"lama-25113";"25113";"Pembuatan pintu, tingkap dan bingkai, penutup tingkap dan pintu pagar daripada logam"
"";"lama-25119";"25119";"Pembuatan produk struktur logam lain"
"";"lama-25120";"25120";"Pembuatan tangki, takungan dan kontena daripada logam"
"";"lama-25130";"25130";"Pembuatan penjana wap, kecuali dandang pemanasan air berpusat"
"";"lama-25200";"25200";"Pembuatan senjata dan peluru"
"";"lama-25910";"25910";"Tempaan, tekanan, hentakan dan bentuk gelekan logam| serbuk metalurgi"
"";"lama-25920";"25920";"Rawatan dan penyalutan logam| menggunakan mesin"
"";"lama-25930";"25930";"Pembuatan kutleri, alatan pertukangan tangan dan perkakasan am"
"";"lama-25991";"25991";"Pembuatan tin untuk produk makanan dan minuman, tiub dan kotak boleh dilipat"
"";"lama-25992";"25992";"Pembuatan kabel, plaited bands (jalur/pita berpintal) dan artikel seumpamanya daripada logam"
"";"lama-25993";"25993";"Pembuatan bolt, skru, nat dan produk uliran seumpamanya"
"";"lama-25994";"25994";"Pembuatan barangan rumah logam"
"";"lama-25999";"25999";"Pembuatan sebarang produk logam rekaan lain t.t.t.l."
"";"lama-26101p";"26110";"Pembuatan sel solar, panel solar dan penyongsang fotovoltaik"
"";"lama-26101p";"26191";"Pembuatan diod, transistor dan alatan semikonduktor yang seumpamanya"
"";"lama-26102";"26192";"Pembuatan litar elektronik bersepadu dengan pemasangan mikro"
"";"lama-26103";"26193";"Pembuatan kapasitor dan perintang elektrik"
"";"lama-26104";"26194";"Pembuatan papan litar bercetak"
"";"lama-26104p";"26195";"Pembuatan komponen paparan"
"";"lama-26105";"26195";"Pembuatan komponen paparan"
"";"lama-26109";"26199";"Pembuatan komponen lain untuk aplikasi elektronik"
"";"lama-26201";"26201";"Pembuatan komputer"
"";"lama-26202";"26202";"Pembuatan kelengkapan peranti"
"";"lama-26300";"26300";"Pembuatan peralatan komunikasi"
"";"lama-26400";"26400";"Pembuatan peralatan elektronik pengguna"
"";"lama-26511";"26511";"Pembuatan kelengkapan mengukur, menguji, memandu arah dan kawalan"
"";"lama-26512";"26512";"Pembuatan kelengkapan kawalan proses perindustrian"
"";"lama-26520";"26520";"Pembuatan jam tangan dan jam dan alat ganti"
"";"lama-26600";"26600";"Pembuatan penyinaran, peralatan perubatan elektro dan elektroterapeutik"
"";"lama-26701";"26701";"Pembuatan peralatan dan kelengkapan optikal"
"";"lama-26702";"26702";"Pembuatan peralatan fotografi"
"";"lama-26800";"26800";"Pembuatan media rakaman magnetik dan optik"
"";"lama-27101";"27101";"Pembuatan motor elektrik, penjana dan transformer"
"";"lama-27102";"27102";"Pembuatan perkakasan pengagihan dan pengawalan elektrik"
"";"lama-27200";"27200";"Pembuatan bateri dan akumulator"
"";"lama-27310";"27310";"Pembuatan kabel gentian optik"
"";"lama-27320";"27320";"Pembuatan wayar dan kabel elektronik dan elektrik lain"
"";"lama-27330";"27330";"Pembuatan alatan pendawaian pembawa dan bukan pembawa arus untuk litar elektrik (tanpa mengira jenis bahan)"
"";"lama-27400";"27400";"Pembuatan kelengkapan pencahayaan elektrik"
"";"lama-27500";"27500";"Pembuatan perkakasan domestik"
"";"lama-27900";"27900";"Pembuatan pelbagai kelengkapan elektrikal selain daripada motor, penjana dan transformer, bateri dan akumulator, wayar dan alatan pendawaian, kelengkapan pencahayaan atau perkakasan domestik"
"";"lama-28110";"28110";"Pembuatan enjin dan turbin, kecuali enjin pesawat, kenderaan dan kenderaan beroda dua"
"";"lama-28120";"28120";"Pembuatan kelengkapan kuasa bendalir"
"";"lama-28130";"28130";"Pembuatan pam, pemampat, paip dan injap lain"
"";"lama-28140";"28140";"Pembuatan penggalas, gear, elemen gear dan pemanduan"
"";"lama-28150";"28150";"Pembuatan ketuhar, relau dan relau pembakar"
"";"lama-28160";"28160";"Pembuatan peralatan mengangkat dan mengendalikan"
"";"lama-28170";"28170";"Pembuatan mesin dan kelengkapan pejabat (kecuali kelengkapan komputer dan peranti)"
"";"lama-28180";"28180";"Pembuatan alatan tangan yang menggunakan kuasa dilengkapkan dengan motor elektrik atau bukan motor elektrik atau pneumatik"
"";"lama-28191";"28191";"Pembuatan kelengkapan penyejukan atau pembekuan perindustrian"
"";"lama-28192";"28192";"Pembuatan mesin penyaman udara, termasuk untuk kenderaan bermotor"
"";"lama-28199";"28199";"Pembuatan jentera tujuan umum lain t.t.t.l."
"";"lama-28210";"28210";"Pembuatan jentera pertanian dan perhutanan"
"";"lama-28220";"28220";"Pembuatan jentera pembentukan logam dan alatan mesin"
"";"lama-28230";"28230";"Pembuatan jentera untuk metalurgi"
"";"lama-28240";"28240";"Pembuatan jentera untuk perlombongan, pengkuarian dan pembinaan"
"";"lama-28250";"28250";"Pembuatan jentera untuk pemprosesan makanan, minuman dan tembakau"
"";"lama-28260";"28260";"Pembuatan jentera untuk pengeluaran tekstil, pakaian dan kulit"
"";"lama-28290";"28290";"Pembuatan jentera bertujuan khas lain t.t.t.l."
"";"lama-29101";"29101";"Pembuatan kereta penumpang"
"";"lama-29102";"29102";"Pembuatan kenderaan komersial"
"";"lama-29200";"29200";"Pembuatan badan (coachwork) untuk kenderaan bermotor| pembuatan treler dan separa treler"
"";"lama-29300";"29300";"Pembuatan alat ganti dan aksesori untuk kenderaan bermotor"
"";"lama-30110";"30110";"Pembinaan kapal dan struktur terapung"
"";"lama-30120";"30120";"Pembinaan bot persiaran dan sukan"
"";"lama-30200";"30200";"Pembuatan lokomotif kereta api dan rolling stock"
"";"lama-30300";"30300";"Pembuatan pesawat dan kapal angkasa dan jentera berkaitan"
"";"lama-30400";"30400";"Pembuatan kenderaan tempur ketenteraan"
"";"lama-30910p";"30911";"Pembuatan motosikal"
"";"lama-30910p";"30912";"Pembuatan alat ganti dan aksesori untuk motosikal"
"";"lama-30920";"30920";"Pembuatan basikal dan invalid carriages"
"";"lama-30990";"30990";"Pembuatan kelengkapan pengangkutan lain t.t.t.l."
"";"lama-31001";"31010";"Pembuatan perabot kayu"
"";"lama-31002";"31021";"Pembuatan perabot logam"
"";"lama-31003";"31022";"Pembuatan tilam selain daripada kayu"
"";"lama-31009";"31029";"Pembuatan perabot yang lain t.t.t.l."
"";"lama-32110";"32110";"Pembuatan barang kemas dan artikel berkaitan"
"";"lama-32120";"32120";"Pembuatan barang kemas tiruan dan artikel berkaitan"
"";"lama-32200";"32200";"Pembuatan instrumen muzik"
"";"lama-32300";"32300";"Pembuatan barangan sukan"
"";"lama-32400";"32400";"Pembuatan permainan dan mainan"
"";"lama-32500";"32500";"Pembuatan instrumen dan bekalan perubatan dan pergigian"
"";"lama-32901";"32901";"Pembuatan alat tulis"
"";"lama-32909";"32909";"Pembuatan lain t.t.t.l."
"";"lama-33110";"33110";"Pembaikan dan penyelenggaraan produk logam fabrikasi"
"";"lama-33120";"33120";"Pembaikan dan penyelenggaraan mesin dan peralatan industri"
"";"lama-33131";"33131";"Pembaikan dan penyelenggaraan peralatan menyukat, menguji, memandu arah dan kawalan"
"";"lama-33132";"33132";"Pembaikan dan penyelenggaraan peralatan penyinaran, perubatan elektro dan elektroterapeutik"
"";"lama-33133";"33133";"Pembaikan bagi peralatan optikal dan alatan fotografi"
"";"lama-33140";"33140";"Pembaikan dan penyelenggaraan kelengkapan elektrik kecuali penggunaan domestik"
"";"lama-33150";"33150";"Pembaikan dan penyelenggaraan kelengkapan pengangkutan kecuali motosikal dan basikal"
"";"lama-33190";"33190";"Pembaikan dan penyelenggaraan kelengkapan lain t.t.t.l."
"";"lama-33200";"33200";"Pemasangan jentera dan kelengkapan perindustrian"
"";"lama-35101p";"35110";"Aktiviti penjanaan kuasa elektrik daripada sumber tidak boleh diperbaharui"
"";"lama-35101p";"35120";"Aktiviti penjanaan kuasa elektrik daripada sumber boleh diperbaharui"
"";"lama-35102p";"35131";"Operasi penghantaran dan pengagihan kuasa elektrik"
"";"lama-35102p";"35132";"Operasi stesen atau kemudahan mengecas kenderaan elektrik dan peranti elektronik"
"";"lama-35201";"35201";"Pembuatan bahan api berunsur gas yang mempunyai spesifikasi nilai calorific, mengikut penulenan, pencampuran dan proses lain dari jenis gas yang lain"
"";"lama-35202";"35202";"Pengangkutan, pengagihan dan bekalan semua jenis bahan api berunsur gas melalui sistem saluran utama"
"";"lama-35203";"35203";"Penjualan gas kepada pengguna melalui saluran utama"
"";"lama-35301";"35301";"Pengeluaran, pengumpulan dan pengagihan wap dan air panas untuk pemanasan, tenaga dan tujuan lain"
"";"lama-35302";"35302";"Pengeluaran dan pengagih udara dingin, air yang disejukkan bagi tujuan pendinginan"
"";"lama-35303";"35303";"Pengeluaran ais, termasuk ais untuk tujuan makanan dan bukan makanan (cth. pendinginan)"
"";"lama-00000";"35400";"Aktiviti broker dan ejen bagi kuasa elektrik dan gas asli"
"";"lama-36001";"36001";"Penulenan dan pengagihan air untuk tujuan bekalan air"
"";"lama-36002";"36002";"Penyahmasinan air laut atau bawah tanah untuk menghasilkan air sebagai kepentingan produk utama"
"";"lama-37000";"37000";"Pembetungan dan aktiviti-aktiviti yang seumpamanya"
"";"lama-38111";"38111";"Pengumpulan sisa tidak berbahaya"
"";"lama-38112";"38112";"Pengumpulan bahan kitar semula"
"";"lama-38113";"38113";"Pengumpulan sampah dalam tong sampah di kawasan awam"
"";"lama-38114";"38114";"Pengumpulan sisa pembinaan dan runtuhan"
"";"lama-38115";"38115";"Operasi stesen pemindahan pembuangan sisa tidak berbahaya"
"";"lama-38121";"38121";"Pengumpulan sisa berbahaya"
"";"lama-38122";"38122";"Operasi stesen pemindahan pembuangan bagi sisa berbahaya"
"";"lama-38210";"38210";"Rawatan dan pelupusan sisa tidak berbahaya"
"";"lama-38220";"38220";"Rawatan dan pelupusan sisa berbahaya"
"";"lama-38301";"38301";"Meremukkan secara mekanikal sisa logam"
"";"lama-38302";"38302";"Meleraikan peralatan automobil, komputer, televisyen dan peralatan lain untuk pemulihan bahan"
"";"lama-38303";"38303";"Pemulihan semula getah"
"";"lama-38304";"38303";"Pemulihan semula getah"
"";"lama-38309";"38309";"Pemulihan bahan t.t.t.l."
"";"lama-39000";"39000";"Aktiviti pemulihan dan lain-lain perkhidmatan pengurusan sisa"
"";"lama-41001";"41001";"Bangunan kediaman"
"";"lama-41002";"41002";"Bangunan bukan kediaman"
"";"lama-41003";"41003";"Pemasangan dan pendirian bangunan pasang siap di tapak pembinaan"
"";"lama-41009";"41009";"Pembinaan bangunan t.t.t.l."
"";"lama-42101";"42101";"Pembinaan laluan kenderaan bermotor, lorong, jalan, laluan pejalan kaki dan kenderaan lain"
"";"lama-42102";"42102";"Kerja penurapan jalan, jalan raya, lebuh raya, jambatan atau terowong"
"";"lama-42103";"42103";"Pembinaan jambatan"
"";"lama-42104";"42104";"Pembinaan terowong"
"";"lama-42105";"42105";"Pembinaan landasan kereta api dan laluan bawah tanah"
"";"lama-42106";"42106";"Pembinaan landasan lapangan terbang"
"";"lama-42109p";"42107";"Pemasangan dan pembinaan struktur siap di tapak untuk pembinaan jalan raya / landasan kereta api"
"";"lama-42109p";"42109";"Pembinaan jalan raya dan landasan api lain t.t.t.l."
"";"lama-42201";"42201";"Saluran paip jarak jauh, talian komunikasi talian kuasa"
"";"lama-42202";"42202";"Saluran paip dalam bandar, talian dan talian kuasa dalam bandar: kerja-kerja berkaitan dalam bandar"
"";"lama-42203";"42203";"Pembinaan punca dan saluran air"
"";"lama-42204";"42204";"Loji takungan"
"";"lama-42205";"42205";"Pembinaan sistem pengairan (terusan)"
"";"lama-42206";"42206";"Pembinaan sistem pembetungan (termasuk pembaikan) dan loji pelupusan sisa kumbahan"
"";"lama-42207";"42207";"Pembinaan janakuasa"
"";"lama-42209";"42209";"Pembinaan projek utiliti lain t.t.t.l."
"";"lama-42901";"42901";"Pembinaan loji penapisan"
"";"lama-42902";"42902";"Pembinaan laluan air, kerja pelabuhan dan sungai, pleasure ports (marina), kunci air"
"";"lama-42903";"42903";"Pembinaan empangan dan daik"
"";"lama-42904";"42904";"Penggalian laluan air"
"";"lama-42905";"42905";"Kemudahan sukan luar"
"";"lama-42906";"42906";"Pembahagian tanah berserta dengan penambahbaikan tanah"
"";"lama-42909p";"42907";"Pembinaan kerja-kerja perlindungan cerun dan penyelenggaraan cerun"
"";"lama-42909p";"42908";"Pembinaan struktur pelantar minyak"
"";"lama-42909p";"42909";"Pembinaan projek kejuruteraan awam lain t.t.t.l."
"";"lama-43110";"43110";"Perobohan"
"";"lama-43121";"43121";"Pembersihan tapak pembinaan"
"";"lama-43122";"43122";"Pengalihan tanah"
"";"lama-43123";"43123";"Pengujian tanah, penggerudian dan penggalian tanah untuk tujuan pembinaan, geofizikal, geologikal atau tujuan seumpamanya"
"";"lama-43124";"43124";"Penyediaan tapak bagi perlombongan"
"";"lama-43125";"43125";"Perparitan bagi tanah pertanian atau perhutanan"
"";"lama-43126";"43126";"Kerja penebusgunaan tanah"
"";"lama-43129";"43129";"Aktiviti penyediaan tapak lain t.t.t.l."
"";"lama-43211";"43211";"Pendawaian dan pemasangan elektrik"
"";"lama-43212";"43212";"Pendawaian telekomunikasi"
"";"lama-43213";"43213";"Pendawaian rangkaian komputer dan kabel televisyen"
"";"lama-43214";"43214";"Piring satelit"
"";"lama-43215";"43215";"Sistem pencahayaan"
"";"lama-43216";"43216";"Sistem keselamatan"
"";"lama-43219p";"43217";"Pemasangan pengecas elektrik"
"";"lama-43219p";"43218";"Pemasangan sistem fotovoltaik di bangunan"
"";"lama-43219p";"43219";"Pemasangan elektrik t.t.t.l."
"";"lama-43221";"43221";"Pemasangan sistem pemanasan (elektrik, dan minyak)"
"";"lama-43222";"43222";"Pemasangan relau, menara pendinginan"
"";"lama-43223";"43223";"Pemasangan pengumpul tenaga solar elektrik"
"";"lama-43224";"43224";"Pemasangan sistem peralatan paip dan sanitasi"
"";"lama-43225";"43225";"Pemasangan peralatan dan saluran pengudaraan, penyejukan atau pendinginan udara"
"";"lama-43226";"43226";"Pemasangan kelengkapan gas"
"";"lama-43227";"43227";"Pemasangan sistem perenjis air untuk kebakaran dan padang"
"";"lama-43228";"43228";"Pemasangan paip untuk wap"
"";"lama-43229";"43229";"Pemasangan paip, pemanasan dan pendinginan udara t.t.t.l."
"";"lama-43291";"43291";"Pemasangan lif, eskalator dalam bangunan atau projek pembinaan lain"
"";"lama-43292";"43292";"Pemasangan pintu automatik dan berputar dalam bangunan atau projek pembinaan lain"
"";"lama-43293";"43293";"Pemasangan konduktor kilat dalam atau projek pembinaan lain"
"";"lama-43294";"43294";"Pemasangan sistem pembersihan vakum dalam bangunan atau projek pembinaan lain"
"";"lama-43295";"43295";"Pemasangan sistem penebatan terma, atau gegaran dalam bangunan atau pembinaan lain"
"";"lama-43299";"43299";"Pemasangan pembinaan lain t.t.t.l."
"";"lama-43301";"43301";"Pemasangan rangka pintu, tingkap, rangka/bingkai pintu dan tingkap daripada kayu atau bahan lain, dapur pasang siap, tangga, kelengkapan kedai dan perabot"
"";"lama-43302";"43302";"Melapis, memasang jubin, menggantung atau memasang kelengkapan bangunan atau projek pembinaan lain daripada pelbagai bahan"
"";"lama-43303";"43303";"Mengecat dalam dan luar bangunan"
"";"lama-43304";"43304";"Mengecat struktur kejuruteraan awam"
"";"lama-43305";"43305";"Pemasangan kaca, cermin"
"";"lama-43306";"43306";"Penyiapan dalaman bangunan"
"";"lama-43307";"43307";"Pembersihan bangunan baru selepas kerja pembinaan"
"";"lama-43309";"43309";"Penyiapan dan kemasan bangunan lain t.t.t.l."
"";"lama-00000";"43400";"Aktiviti perkhidmatan perantaraan bagi perkhidmatan pembinaan pertukangan khas"
"";"lama-43901";"43901";"Pembinaan tapak, termasuk memantak cerucuk"
"";"lama-43902";"43902";"Pembinaan elemen keluli yang bukan sendiri"
"";"lama-43903";"43903";"Memasang dan membuka semula dan platform kerja"
"";"lama-43904";"43904";"Kerja mengikat dan menyusun bata"
"";"lama-43905";"43905";"Pembinaan kolam renang terbuka"
"";"lama-43906";"43906";"Pembersihan menggunakan wap, dan aktiviti seumpamanya untuk luar bangunan"
"";"lama-43907";"43907";"Penyewaan jentera dan peralatan dengan operator"
"";"lama-43909";"43909";"Aktiviti pembinaan pertukangan khas lain t.t.t.l."
"";"lama-45101p";"45101";"Jualan borong dan runcit kenderaan bermotor baru"
"";"lama-45102p";"45102";"Jualan borong dan runcit kenderaan bermotor terpakai"
"";"lama-45103";"45103";"Jualan borong dan runcit kenderaan baru bagi industri, komersial dan pertanian"
"";"lama-45104";"45104";"Jualan borong dan runcit kenderaan terpakai bagi industri, komersial dan pertanian"
"";"lama-45105";"45105";"Jualan oleh ejen komisen"
"";"lama-45106";"45106";"Lelongan kereta (runcit)"
"";"lama-45101p";"45107";"Jualan borong dan runcit kenderaan bermotor elektrikal baru"
"";"lama-45102p";"45108";"Jualan borong kenderaan bermotor elektrikal terpakai"
"";"lama-45109";"45109";"Jualan lain-lain kenderaan bermotor t.t.t.l."
"";"lama-45201";"45201";"Pembaikan dan penyelenggaraan kenderaan bermotor"
"";"lama-45202";"45202";"Menyembur dan mengecat"
"";"lama-45203";"45203";"Mencuci dan menggilap (cuci kereta)"
"";"lama-45204";"45204";"Pembaikan tempat duduk kenderaan bermotor"
"";"lama-45205";"45205";"Pemasangan komponen (termasuk alat ganti) dan aksesori bukan sebahagian daripada proses pembuatan"
"";"lama-45300";"45300";"Jualan borong dan runcit semua jenis komponen, alat ganti, bekalan, peralatan dan aksesori kenderaan bermotor"
"";"lama-45401p";"45401";"Jualan borong dan runcit motosikal"
"";"lama-45402";"45402";"Jualan borong dan runcit komponen (termasuk alat ganti) dan aksesori motosikal"
"";"lama-45403";"45403";"Pembaikan dan penyelenggaraan motosikal"
"";"lama-45401p";"45404";"Jualan borong dan runcit motosikal elektrik baru dan terpakai"
"";"lama-00000";"45500";"Aktiviti perkhidmatan pengantaraan untuk pembaikan dan penyelenggaraan kenderaan bermotor dan motosikal"
"";"lama-46100";"46100";"Jualan borong berdasarkan kontrak atau yuran"
"";"lama-46201";"46201";"Jualan borong getah"
"";"lama-46202";"46202";"Jualan borong minyak kelapa sawit"
"";"lama-46203";"46203";"Jualan borong kayu balak dan kayu-kayan"
"";"lama-46204";"46204";"Jualan borong bunga-bungaan dan tumbuh-tumbuhan"
"";"lama-46205";"46205";"Jualan borong ternakan dan haiwan hidup"
"";"lama-46209p";"46205";"Jualan borong ternakan dan haiwan hidup"
"";"lama-46901";"46205";"Jualan borong ternakan dan haiwan hidup"
"";"lama-46209p";"46206";"Jualan borong buah-buahan/tandan kelapa sawit"
"";"lama-46209p";"46209";"Jualan borong bahan mentah pertanian dan haiwan hidup t.t.t.l."
"";"lama-46311";"46311";"Jualan borong daging, unggas dan telur"
"";"lama-46312";"46312";"Jualan borong ikan dan lain-lain makanan laut"
"";"lama-46313";"46313";"Jualan borong buah-buahan"
"";"lama-46314";"46314";"Jualan borong sayur-sayuran"
"";"lama-46319";"46319";"Jualan borong daging, ikan, buah-buahan dan sayur-sayuran t.t.t.l."
"";"lama-46321";"46321";"Jualan borong beras, bijirin lain, tepung dan gula"
"";"lama-46322";"46322";"Jualan borong hasil tenusu"
"";"lama-46323";"46323";"Jualan borong konfeksi"
"";"lama-46324";"46324";"Jualan borong biskut, kek, roti dan produk bakeri lain"
"";"lama-46325";"46325";"Jualan borong kopi, teh, koko dan minuman lain"
"";"lama-46326";"46326";"Jualan borong bir, wain dan spirit"
"";"lama-46327";"46327";"Jualan borong tembakau dan produk serta aksesori merokok"
"";"lama-46329p";"46328";"Jualan borong makanan sejuk beku dan makanan tersedia (ready-made)"
"";"lama-46329p";"46329";"Jualan borong barang makanan lain"
"";"lama-46411";"46411";"Jualan borong benang dan fabrik"
"";"lama-46412";"46412";"Jualan borong linen, tuala dan selimut isi rumah"
"";"lama-46413";"46413";"Jualan borong pakaian dan pakaian daripada bulu binatang"
"";"lama-46415";"46413";"Jualan borong pakaian dan pakaian daripada bulu binatang"
"";"lama-46414";"46414";"Jualan borong aksesori pakaian"
"";"lama-46416";"46415";"Jualan borong kasut"
"";"lama-46417";"46416";"Jualan borong bahan jahitan"
"";"lama-46419";"46419";"Jualan borong tekstil, pakaian t.t.t.l."
"";"lama-46491";"46421";"Jualan borong perabot"
"";"lama-46592";"46421";"Jualan borong perabot"
"";"lama-46499p";"46422";"Jualan borong permaidani dan hamparan"
"";"lama-46493";"46423";"Jualan borong peralatan lampu"
"";"lama-46421";"46431";"Jualan borong barangan farmaseutikal dan perubatan"
"";"lama-46422";"46432";"Jualan borong pewangi, kosmetik, sabun dan kelengkapan dandanan diri"
"";"lama-46431";"46441";"Jualan borong basikal, e-basikal, komponen (termasuk alat ganti) dan aksesori"
"";"lama-46432";"46442";"Jualan borong barangan fotografi dan optik"
"";"lama-46433";"46443";"Jualan borong barangan kulit dan aksesori kembara"
"";"lama-46434";"46444";"Jualan borong peralatan muzik, permainan dan barang mainan, barangan sukan"
"";"lama-46499p";"46445";"Jualan borong khemah dan beg tidur"
"";"lama-46441";"46451";"Jualan borong kraftangan dan bunga tiruan"
"";"lama-46442";"46452";"Jualan borong bunga keratan dan tumbuhan"
"";"lama-46443";"46453";"Jualan borong jam tangan dan jam dinding"
"";"lama-46444";"46454";"Jualan borong barang kemas"
"";"lama-46499p";"46460";"Jualan borong barangan terpakai"
"";"lama-46492";"46491";"Jualan borong perkakas isi rumah"
"";"lama-46494";"46492";"Jualan borong perkakas dapur dan kutleri, pinggan mangkuk, barangan kaca dan barangan tembikar"
"";"lama-46495";"46493";"Jualan borong barangan kayu, anyaman rotan dan barangan gabus"
"";"lama-46496p";"46494";"Jualan borong barangan elektrik dan elektronik"
"";"lama-46497";"46495";"Jualan borong alat tulis, buku, majalah dan surat khabar"
"";"lama-46499p";"46499";"Jualan borong lain-lain barangan isi rumah t.t.t.l."
"";"lama-46510";"46510";"Jualan borong perkakasan komputer, perisian dan peranti"
"";"lama-46521";"46521";"Jualan borong kelengkapan telefon dan telekomunikasi, telefon selular, alat kelui"
"";"lama-46496p";"46522";"Jualan borong komponen elektronik dan aksesori pendawaian"
"";"lama-46522";"46522";"Jualan borong komponen elektronik dan aksesori pendawaian"
"";"lama-46531";"46531";"Jualan borong jentera, kelengkapan dan bekalan pertanian dan perhutanan"
"";"lama-46532";"46532";"Jualan borong jentera pemotong rumput sebarang cara operasi"
"";"lama-46599p";"46540";"Jualan borong dron"
"";"lama-46591";"46591";"Jualan borong mesin pejabat dan kelengkapan perniagaan"
"";"lama-46599p";"46592";"Jualan borong production-line robots"
"";"lama-46593";"46593";"Jualan borong peralatan mesin berkawalan komputer"
"";"lama-46594";"46594";"Jualan borong jentera, kelengkapan dan bekalan perindustrian"
"";"lama-46595";"46595";"Jualan borong jentera dan kelengkapan perlombongan, pembinaan dan kejuruteraan awam"
"";"lama-46596";"46596";"Jualan borong lif eskalator, penghawa dingin, kelengkapan keselamatan dan pemadam api"
"";"lama-46599p";"46597";"Jualan borong senjata, sistem senjata dan peluru"
"";"lama-46599p";"46599";"Jualan borong lain-lain jentera untuk kegunaan industri, perdagangan dan pengemudian dan lain-lain perkhidmatan t.t.t.l."
"";"lama-46611";"46611";"Jualan borong petrol, diesel, pelincir"
"";"lama-46612";"46612";"Jualan borong gas petroleum cecair"
"";"lama-46619";"46619";"Jualan borong bahan api pepejal, cecair dan gas dan produk berkaitan t.t.t.l."
"";"lama-46621";"46621";"Jualan borong bijih besi dan bukan besi dan logam"
"";"lama-46622";"46622";"Jualan borong bijih besi dan bukan besi dan logam separuh siap dan produk t.t.t.l."
"";"lama-46631";"46631";"Jualan borong kayu balak, kayu bergergaji, papan lapis, venier dan produk berkaitan"
"";"lama-46632";"46632";"Jualan borong cat dan varnis"
"";"lama-46633p";"46633";"Jualan borong bahan pembinaan"
"";"lama-46634";"46634";"Jualan borong kelengkapan dan lekapan"
"";"lama-46635";"46635";"Jualan borong pemanas air"
"";"lama-46636";"46636";"Jualan borong pemasangan dan peralatan kebersihan"
"";"lama-46637";"46637";"Jualan borong alatan"
"";"lama-46633p";"46638";"Jualan borong kertas hias dinding dan pelapik lantai"
"";"lama-46639";"46639";"Jualan borong dan bekalan lain-lain bahan binaan, perkakasan, peralatan paip dan alat pemanas t.t.t.l."
"";"lama-46691";"46691";"Jualan borong bahan kimia industri"
"";"lama-46692";"46692";"Jualan borong baja dan produk agrokimia"
"";"lama-46693";"46693";"Jualan borong bahan plastik dalam bentuk asal"
"";"lama-46694";"46694";"Jualan borong sekerap getah"
"";"lama-46695";"46695";"Jualan borong gentian tekstil"
"";"lama-46696";"46696";"Jual borong kertas secara pukal, bahan pembungkusan"
"";"lama-46697";"46697";"Jual borong batu permata berharga"
"";"lama-46698";"46698";"Jual borong bahan buangan dan sekerap dan bahan lain sama ada logam dan bukan logam untuk kitar semula"
"";"lama-46699";"46699";"Melerai bahagian kenderaan, komputer, televisyen dan peralatan lain untuk mendapatkan bahagian yang boleh digunakan dan jual semula"
"";"lama-46902";"46901";"Jualan borong makanan haiwan/haiwan peliharaan"
"";"lama-46909";"46909";"Jualan borong pelbagai jenis barang tanpa pengkhususan tertentu t.t.t.l."
"";"lama-47111";"47111";"Kedai runcit"
"";"lama-47112";"47112";"Pasar raya"
"";"lama-47113";"47113";"Pasar mini"
"";"lama-47114";"47114";"Kedai serbaneka(convenience)"
"";"lama-47191";"47191";"Gedung serbaneka(convenience)"
"";"lama-47192";"47192";"Gedung serbaneka(convenience) dan pasar raya"
"";"lama-47193";"47193";"Pasar raya besar (Hypermarket)"
"";"lama-47194";"47194";"Ejen surat khabar dan kedai pelbagai barangan"
"";"lama-47992";"47195";"Jualan runcit bagi apa-apa jenis produk melalui mesin layan diri"
"";"lama-47199";"47199";"Jualan runcit lain di kedai tanpa pengkhususan t.t.t.l."
"";"lama-47211";"47211";"Jualan runcit beras, tepung, bijirin lain dan gula"
"";"lama-47810p";"47211";"Jualan runcit beras, tepung, bijirin lain dan gula"
"";"lama-47212";"47212";"Jualan runcit sayur-sayuran dan buah-buahan segar atau diawet"
"";"lama-47810p";"47212";"Jualan runcit sayur-sayuran dan buah-buahan segar atau diawet"
"";"lama-47213";"47213";"Jualan runcit produk tenusu dan telur"
"";"lama-47810p";"47213";"Jualan runcit produk tenusu dan telur"
