"";""105-Perikanan";"A";"A";"03214";"Culture of crustaceans, bivalves, other molluscs and other aquatic animals in sea water";"03214";"03214";"Culture of crustaceans, bivalves, other molluscs and other aquatic animals in sea water"
"";""105-Perikanan";"A";"A";"03215";"Aquaculture activities in brackish water";"03215";"03215";"Aquaculture activities in brackish water"
"";""105-Perikanan";"A";"A";"03219";"Other marine aquaculture farming n.e.c";"03216, 03219";"03216";"Aquaculture activities in salt water filled tanks or reservoirs"
"";""105-Perikanan";"A";"A";"03217";"Operation of hatcheries (marine)";"03217";"03217";"Operation of  hatcheries (marine)"
"";""105-Perikanan";"A";"A";"03218";"Operation of marine worm farms for fish feed";"03218";"03218";"Operation of marine worm farms for fish feed"
"";""105-Perikanan";"A";"A";"03219";"Other marine aquaculture farming n.e.c";"03216, 03219";"03219";"Marine aquaculture n.e.c."
"";""105-Perikanan";"A";"A";"03221";"Fish farming in freshwater";"03221p";"03221";"Fish farming in freshwater"
"";""105-Perikanan";"A";"A";"03226";"Ornamental fish farming in freshwater";"03221p";"03221";"Fish farming in freshwater"
"";""105-Perikanan";"A";"A";"03222";"Shrimp farming in freshwater";"03222";"03222";"Shrimp farming in freshwater"
"";""105-Perikanan";"A";"A";"03223";"Culture of freshwater crustaceans, bivalves, other molluscs and other aquatic animals";"03223";"03223";"Culture of freshwater crustaceans, bivalves, other molluscs and other aquatic animals"
"";""105-Perikanan";"A";"A";"03224";"Operation of hatcheries (freshwater)";"03224";"03224";"Operation of hatcheries (freshwater)"
"";""105-Perikanan";"A";"A";"03225";"Farming of frogs";"03225";"03225";"Farming of frogs"
"";""105-Perikanan";"A";"A";"03229";"Freshwater aquaculture n.e.c.";"03229p";"03229";"Freshwater aquaculture n.e.c."
"";""105-Perikanan";"A";"A";"03302";"Maintenance of aquaculture facilities and equipment";"03229p";"03229";"Activities of vessels engaged both in fishing and in processing and preserving of fish"
"";""105-Perikanan";"A";"A";"03309";"Other fisheries and aquaculture support activities n.e.c";"03129p, 03229p";"03229";"Freshwater aquaculture n.e.c."
"";""105-Perikanan";"B";"B";"05100";"Mining of hard coal";"05100";"05100";"Mining of hard coal"
"";""105-Perikanan";"B";"B";"05200";"Mining of lignite (brown coal)";"05200";"05200";"Mining of lignite (brown coal)"
"";""105-Perikanan";"B";"B";"06100";"Extraction of crude petroleum";"06101, 06102, 06103, 06104";"06101";"Extraction of crude petroleum oils"
"";""105-Perikanan";"B";"B";"06100";"Extraction of crude petroleum";"06101, 06102, 06103, 06104";"06102";"Extraction of bituminous or oil shale and tar sand"
"";""105-Perikanan";"B";"B";"06100";"Extraction of crude petroleum";"06101, 06102, 06103, 06104";"06103";"Production of crude petroleum from bituminous shale and sand"
"";""105-Perikanan";"B";"B";"06100";"Extraction of crude petroleum";"06101, 06102, 06103, 06104";"06104";"Processes to obtain crude oils"
"";""105-Perikanan";"B";"B";"06201";"Extraction of natural gas ";"06201, 06203, 06204, 06205";"06201";"Production of crude gaseous hydrocarbon (natural gas)"
"";""105-Perikanan";"B";"B";"06202";"Extraction of condensates";"06202";"06202";"Extraction of condensates"
"";""105-Perikanan";"B";"B";"06201";"Extraction of natural gas ";"06201, 06203, 06204, 06205";"06203";"Draining and separation of liquid hydrocarbon fractions"
"";""105-Perikanan";"B";"B";"06201";"Extraction of natural gas ";"06201, 06203, 06204, 06205";"06204";"Gas desulphurization"
"";""105-Perikanan";"B";"B";"06201";"Extraction of natural gas ";"06201, 06203, 06204, 06205";"06205";"Mining of hydrocarbon liquids, obtain through liquefaction or pyrolysis"
"";""200-Perlombongan Mineral dan Pengkuarian";"B";"B";"07101";"Mining of ores valued chiefly for iron content";"07101";"07101";"Mining of ores valued chiefly for iron content"
"";""200-Perlombongan Mineral dan Pengkuarian";"B";"B";"07102";"Beneficiation and agglomeration of iron ores";"07102";"07102";"Beneficiation and agglomeration of iron ores"
"";""207-Perlombongan Minyak Mentah dan Gas Asli";"B";"B";"07210";"Mining of uranium and thorium ores";"07210";"07210";"Mining of uranium and thorium ores"
"";""207-Perlombongan Minyak Mentah dan Gas Asli";"B";"B";"07291";"Mining of tin ores";"07291";"07291";"Mining of tin ores"
"";""207-Perlombongan Minyak Mentah dan Gas Asli";"B";"B";"07292";"Mining of copper";"07292";"07292";"Mining of copper"
"";""207-Perlombongan Minyak Mentah dan Gas Asli";"B";"B";"07293";"Mining of bauxite (aluminium)";"07293";"07293";"Mining of bauxite (aluminium)"
"";""207-Perlombongan Minyak Mentah dan Gas Asli";"B";"B";"07294";"Amang retreatment";"07294, 07298";"07294";"Mining of ilmenite"
"";""207-Perlombongan Minyak Mentah dan Gas Asli";"B";"B";"07295";"Mining of gold and silver";"07295, 07296";"07295";"Mining of gold"
"";""207-Perlombongan Minyak Mentah dan Gas Asli";"B";"B";"07295";"Mining of gold and silver";"07295, 07296";"07296";"Mining of silver"
